,date,game,platform,score
2305,2012-04-11,Hegemony Gold: Wars of Ancient Greece,PC,7.5
2306,2012-04-11,Fez,"iPad,iPhone,Mac OS,PC,PS3,PS4,PSVita,Xbox 360",9
2307,2012-04-10,Legend of Grimrock,"Mac OS,PC",9.5
2308,2012-04-09,The Splatters,"Mac OS,PC,Xbox 360",9
2309,2012-04-09,Devil May Cry HD Collection,"PC,PS3,PS4,Xbox 360,Xbox One",9
2310,2012-04-07,Tropico 4: Modern Times,"PC,Xbox 360",8.5
2311,2012-04-06,Anomaly Warzone Earth,"iPad,iPhone,PC,Xbox 360",9
2312,2012-04-05,Kinect Star Wars,Xbox 360,6
2313,2012-04-04,Xenoblade Chronicles,Wii,8
2314,2012-04-03,Closure,"Mac OS,PC,PS3",7.5
2315,2012-04-03,Tiger Woods PGA Tour 13,"PS3,Xbox 360",8
2316,2012-04-03,Ridge Racer Unbounded,"PC,PS3,Xbox 360",5.5
2317,2012-04-02,Birds of Steel,"PS3,Xbox 360",7.5
2318,2012-04-02,Lone Survivor,"Mac OS,PC,PS3,PSVita,Wii-U",9
2319,2012-03-31,Mario Party 9,Wii,7.5
2320,2012-03-31,South Park: Tenorman's Revenge,Xbox 360,4
2321,2012-03-29,MLB 2K12,"PC,PS2,PS3,PSP,Wii,Xbox 360",5
2322,2012-03-28,Warriors Orochi 3,"PS3,Xbox 360",8.5
2323,2012-03-28,The Fancy Pants Adventures,"iPad,iPhone",7
2324,2012-03-27,Yesterday,PC,8
2325,2012-03-26,Armored Core V,"PS3,Xbox 360",3.5
2326,2012-03-26,Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,"PC,PS3,Xbox 360",8.5
2327,2012-03-24,Silent Hill HD Collection,"PS3,Xbox 360",3
2328,2012-03-22,Blades of Time,"Mac OS,PC,PS3,Xbox 360",6
2329,2012-03-20,Ninja Gaiden 3,"PS3,Xbox 360",5
2330,2012-03-20,Waveform,PC,8
2331,2012-03-20,Sine Mora,"iPad,iPhone,PC,PS3,PSVita,Xbox 360",9.5
2332,2012-03-20,Resident Evil: Operation Raccoon City,"PC,PS3,Xbox 360",7.5
2333,2012-03-19,Metal Gear Solid: Peace Walker 3D,3DS,7.5
2334,2012-03-19,Kid Icarus: Uprising,3DS,5
2335,2012-03-16,Jagged Alliance: Back in Action,PC,6.5
2336,2012-03-15,Da New Guys: Day of the Jackass,PC,6.5
2337,2012-03-14,Shoot Many Robots,"Android,iPad,iPhone,PC,PS3,Xbox 360",8
2338,2012-03-14,Vessel,"PC,PS3,Xbox 360,Xbox One",7
2339,2012-03-14,Yakuza: Dead Souls,PS3,7
2340,2012-03-12,F1 2011,"PC,PS3,PSVita,Xbox 360",4.5
2341,2012-03-11,Silent Hill: Downpour,"PS3,Xbox 360",8
2342,2012-03-11,Abobo's Big Adventure,PC,8
2343,2012-03-08,Kung Fu High Impact,Xbox 360,8
2344,2012-03-06,I Am Alive,"PC,PS3,Xbox 360",8.5
2345,2012-03-06,Unit 13,PSVita,7
2346,2012-03-06,Mass Effect 3,"PC,PS3,Wii-U,Xbox 360",8.5
2347,2012-03-02,Hustle Kings,"PS3,PS4,PSVita",8.5
2348,2012-03-01,Journey,"PS3,PS4",9
2349,2012-03-01,Waking Mars,"Android,iPhone",5.5
2350,2012-03-01,Wargame: European Escalation,"Mac OS,PC",8.5
2351,2012-02-29,Mega Man X,"iPad,iPhone,Wii-U",4
2352,2012-02-28,Nexuiz,"PC,PS3,Xbox 360",4
2353,2012-02-28,Shin Megami Tensei: Devil Survivor 2,DS,8.5
2354,2012-02-28,SSX,"PS2,PS3,Xbox 360",8.5
2355,2012-02-27,Binary Domain,"PC,PS3,Xbox 360",7.5
2356,2012-02-24,Tales from Space: Mutant Blobs Attack,"PC,PS3,PSVita",7.5
2357,2012-02-22,Asphalt Injection,PSVita,5
2358,2012-02-22,Dungeon Hunter: Alliance,PSVita,2
2359,2012-02-22,Dynasty Warriors Next,PSVita,6
2360,2012-02-21,Home Sheep Home: a Little Epic,"iPad,iPhone,PC",7
2361,2012-02-21,Asura's Wrath,"PS3,Xbox 360",5
2362,2012-02-21,Syndicate,"PC,PS3,Xbox 360",6.5
2363,2012-02-20,ZiGGURAT,"iPhone,Mac OS,PC",9.5
2364,2012-02-20,Ninja Gaiden Sigma Plus,PSVita,7.5
2365,2012-02-20,Shinobido 2: Revenge of Zen,PSVita,6
2366,2012-02-20,Alan Wake's American Nightmare,"PC,Xbox 360",8.5
2367,2012-02-18,Victoria II: A House Divided,PC,8
2368,2012-02-17,Warp,"PC,PS3,Xbox 360",4.5
2369,2012-02-17,SOL: Exodus,PC,8
2370,2012-02-17,Crusader Kings II,"Mac OS,PC",9
2371,2012-02-17,DoDonPachi Blissful Death,iPhone,6.5
2372,2012-02-16,Escape Plan,"PS4,PSVita",4.5
2373,2012-02-15,Michael Jackson: The Experience,"DS,PS3,PSP,PSVita,Wii,Xbox 360",6
2374,2012-02-15,Shank 2,"PC,PS3,Xbox 360",6.5
2375,2012-02-15,Gotham City Impostors,"PC,PS3,Xbox 360",5.5
2376,2012-02-14,Analogue: A Hate Story,"iPad,iPhone,PC",5
2377,2012-02-14,Touch My Katamari,PSVita,7.5
2378,2012-02-14,Rayman Origins,"3DS,PC,PS3,PSVita,Wii,Xbox 360,Xbox One",9
2379,2012-02-14,Lumines: Electronic Symphony,PSVita,9.5
2380,2012-02-14,Twisted Metal,PS3,7
2381,2012-02-14,Army Corps of Hell,"PS4,PSVita",7
2382,2012-02-13,Rhythm Heaven Fever,Wii,9.5
2383,2012-02-13,Zombii Attack,Wii,3
2384,2012-02-13,Super StarDust Delta,"PS4,PSVita",7.5
2385,2012-02-13,Dear Esther,"Mac OS,PC,PS4,Xbox One",4.5
2386,2012-02-13,Little Deviants,"PS4,PSVita",5
2387,2012-02-13,Ultimate Marvel vs. Capcom 3,"PC,PS3,PS4,PSVita,Xbox 360,Xbox One",8
2388,2012-02-13,Modnation Racers: Road Trip,PSVita,3
2389,2012-02-13,Hot Shots Golf: World Invitational,"PS3,PSVita",9
2390,2012-02-13,Wipeout 2048,"PS4,PSVita",7
2391,2012-02-13,Uncharted: Golden Abyss,"PS4,PSVita",9.5
2392,2012-02-12,Sakura Samurai: Art of the Sword,3DS,9
2393,2012-02-09,PixelJunk Eden,"PC,PS3",9.5
2394,2012-02-08,Iron Brigade: Rise of the Martian Bear,Xbox 360,7.5
2395,2012-02-08,NeverDead,"PC,PS3,Xbox 360",2
2396,2012-02-07,The Darkness II,"PC,PS3,Xbox 360",7.5
2397,2012-02-07,Kingdoms of Amalur: Reckoning,"PC,PS3,Xbox 360",8
2398,2012-02-05,King Arthur II - The Role-playing Wargame,PC,7
2399,2012-02-03,The Simpsons Arcade Game,"PS3,Xbox 360",7
2400,2012-02-03,Soulcalibur V,"PS3,Xbox 360",8.5
2401,2012-02-02,Double Fine Happy Action Theater,Xbox 360,7
2402,2012-02-01,Zack Zero,PS3,3
2403,2012-01-28,Final Fantasy XIII-2,"PC,PS3,Xbox 360",8
2404,2012-01-28,Defender's Quest: Valley of the Forgotten,"Mac OS,PC",8.5
2405,2012-01-27,The Blackwell Series,PC,8
2406,2012-01-27,Mecho Wars,"PS3,PSP",6.5
2407,2012-01-27,NFL Blitz,"PS1,PS3,Xbox 360",8
2408,2012-01-25,Oil Rush,"Mac OS,PC",8
2409,2012-01-25,Mutant Mudds,"3DS,iPad,iPhone,PC,Wii-U",9
2410,2012-01-24,Shinobi,"3DS,PS2",8
2411,2012-01-24,Jurassic Park,"Mac OS,PC,PS3,Xbox 360",3
2412,2012-01-23,Dustforce,"Mac OS,PC,PS3,PSVita,Xbox 360",8.5
2413,2012-01-23,Curio,"iPad,iPhone",3
2414,2012-01-20,Unstoppable Gorg,"iPad,PC,Xbox 360",8
2415,2012-01-19,Q.U.B.E.,"3DS,PC,PS3,PS4,Wii-U",7
2416,2012-01-13,Regular Show: Nightmare-athon,"iPad,iPhone",5
2417,2012-01-12,Amy,"PC,PS3,Xbox 360",1.5
2418,2012-01-11,Fortune Street,Wii,7
2419,2012-01-11,Choplifter HD,"PC,PS3,Xbox 360",7
2420,2012-01-04,Sonic Generations,"3DS,PC,PS3,Wii,Xbox 360",8
2421,2012-01-03,All Zombies Must Die!,"PS3,Xbox 360",6.5
2422,2011-12-30,Pushmo,3DS,8.5
2423,2011-12-29,VVVVVV,"3DS,Android,iPad,iPhone,Mac OS,PC,PS4,PSVita,Switch",10
2424,2011-12-27,Grand Theft Auto III,"Android,iPad,iPhone,Mac OS,PS2,PS3",7
2425,2011-12-24,Mighty Switch Force,3DS,8.5
2426,2011-12-21,Fate/EXTRA,PSP,7
2427,2011-12-19,Bug Princess,"iPad,iPhone",8
2428,2011-12-17,Battlefield 3: Back to Karkand,PC,7
2429,2011-12-16,The King of Fighters XIII,"PS3,Xbox 360",9
2430,2011-12-15,Trine 2,"Mac OS,PC,PS3,PS4,Xbox 360",8.5
2431,2011-12-15,Sonic CD,"Android,iPad,iPhone,PC,PS3,Xbox 360",9
2432,2011-12-14,Gears of War 3: RAAM's Shadow,Xbox 360,7.5
2433,2011-12-14,Joe Danger: Special Edition,Xbox 360,10
2434,2011-12-13,Anthill: Tactical Trail Defense,"iPad,iPhone",8
2435,2011-12-12,Voltron: Defender of the Universe,"PS3,Xbox 360",4
2436,2011-12-12,Where-is-my-Heart?,"PS3,PSP",9
2437,2011-12-09,Cabela's Survival: Shadows of Katmai,"PS3,Wii,Xbox 360",4.5
2438,2011-12-08,Bejeweled 3,"DS,PC,PS3,Xbox 360",9
2439,2011-12-06,Scene It? Movie Night,"PS3,Xbox 360",7
2440,2011-12-02,Infinity Blade II,"iPad,iPhone",9
2441,2011-12-01,Fusion: Genesis,Xbox 360,6.5
2442,2011-11-29,Mario Kart 7,3DS,5
2443,2011-11-25,Serious Sam 3: BFE,"Mac OS,PC,PS3,Xbox 360",8.5
2444,2011-11-22,Dynasty Warriors 7: Xtreme Legends,"PS3,Xbox 360",6
2445,2011-11-20,Anno 2070,PC,9
2446,2011-11-19,The Legend of Zelda: Skyward Sword,Wii,9.5
2447,2011-11-18,Medieval Moves: Deadmund's Quest,PS3,6
2448,2011-11-18,Carnival Island,PS3,5
2449,2011-11-17,Cities XL 2012,PC,6.5
2450,2011-11-17,Jimmie Johnson's Anything with an Engine,"PS3,Wii,Xbox 360",6
2451,2011-11-16,Otomedius Excellent,Xbox 360,3
2452,2011-11-16,Dragon Ball Z: Ultimate Tenkaichi,"PS3,Xbox 360",7.5
2453,2011-11-15,Call of Duty: Modern Warfare 3,"DS,PC,PS3,Wii,Xbox 360",9.5
2454,2011-11-15,Metal Gear Solid HD Collection,"PS3,PS4,PSVita,Xbox 360",9
2455,2011-11-15,GoldenEye 007: Reloaded,"PS3,Xbox 360",8.5
2456,2011-11-14,Need for Speed The Run,"3DS,PC,PS3,Wii,Xbox 360",8.5
2457,2011-11-14,Assassin's Creed: Revelations,"PC,PS3,Xbox 360",7.5
2458,2011-11-14,Halo: Combat Evolved Anniversary,Xbox 360,9
2459,2011-11-11,The Lord of the Rings: War in the North,"PC,PS3,Xbox 360",6
2460,2011-11-11,FIFA 12,"3DS,Android,Mac OS,PC,PS2,PS3,PSP,Wii,Xbox 360",9
2461,2011-11-11,Saints Row: The Third,"PC,Placeholder,PS3,Xbox 360",7
2462,2011-11-10,The Elder Scrolls V: Skyrim,"PC,PS3,Xbox 360",10
2463,2011-11-09,Nitronic Rush,PC,7
2464,2011-11-09,Super Mario 3D Land,3DS,8.5
2465,2011-11-08,Cave Story 3D,"3DS,DS",8.5
2466,2011-11-07,Rocksmith,"PC,PS3,Xbox 360",9
2467,2011-11-06,Beat Hazard Ultra,"Android,iPad,iPhone,Mac OS,PC,PS3,Xbox 360",8.5
2468,2011-11-04,Dungeon Siege III: Treasure of the Sun,"PC,PS3,Xbox 360",7.5
2469,2011-11-03,NCIS,"PC,PS3,Wii,Xbox 360",6.5
2470,2011-11-01,Uncharted 3: Drake's Deception,PS3,10
2471,2011-11-01,The War of the Worlds,"PS3,Xbox 360",7.5
2472,2011-11-01,The Book of Unwritten Tales,"Mac OS,PC",8.5
2473,2011-10-31,Powerup Heroes,Xbox 360,7.5
2474,2011-10-31,A Kingdom of Keflings: It Came From Outer Space,Xbox 360,7
2475,2011-10-31,Kinect Sports: Season Two,Xbox 360,6
2476,2011-10-30,The Haunted: Hell's Reach,PC,6
2477,2011-10-30,Stronghold 3,PC,2
2478,2011-10-29,PixelJunk SideScroller,PS3,9
2479,2011-10-27,The Adventures of Tintin: The Secret of the Unicorn,"PC,PS3,Wii,Xbox 360",7
2480,2011-10-26,Unepic,"PC,Wii-U",6.5
2481,2011-10-25,Battlefield 3,"PC,PS2,PS3,PSP,Xbox 360",7.5
2482,2011-10-25,MotoHeroz,"Android,iPad,iPhone,Wii",7
2483,2011-10-25,The House of the Dead: Overkill - Extended Cut,PS3,6.5
2484,2011-10-25,The Cursed Crusade,"PC,PS3,Xbox 360",3.5
2485,2011-10-24,Pokemon Rumble Blast,3DS,5
2486,2011-10-24,Serious Sam: The Random Encounter,PC,7
2487,2011-10-24,The Legend of Zelda 25th Anniversary Symphony,Wii,9.5
2488,2011-10-23,Kirby's Return to Dream Land,Wii,10
2489,2011-10-22,Dragon Age II: Mark of the Assassin,"Mac OS,PC,PS3,Xbox 360",6.5
2490,2011-10-21,Payday: The Heist,"PC,PS3",7.5
2491,2011-10-21,Dance Central 2,Xbox 360,9
2492,2011-10-20,Mahjong Cub3d,3DS,7
2493,2011-10-20,Professor Layton and the Last Specter,DS,7
2494,2011-10-20,Kinectimals: Now With Bears,Xbox 360,8
2495,2011-10-20,Crazy Machines Elements,"PS3,Xbox 360",7
2496,2011-10-19,Wizorb,"Mac OS,PC,PS3,PSP,PSVita,Xbox 360",8.5
2497,2011-10-19,Deus Ex: Human Revolution - The Missing Link,"PC,PS3,Xbox 360",8
2498,2011-10-19,Ratchet & Clank: All 4 One,PS3,4
2499,2011-10-19,The Baconing,"Mac OS,PC,PS3,Xbox 360",6
2500,2011-10-17,Rocketbirds: Hardboiled Chicken,"PC,PS3,PSVita",8.5
2501,2011-10-17,Dungeon Defenders,"Android,iPad,iPhone,Mac OS,PC,PS3,PSVita,Xbox 360",9.5
2502,2011-10-17,Tetris Axis,3DS,7
2503,2011-10-17,Skylanders: Spyro's Adventure,"3DS,PC,PS3,Wii,Wii-U,Xbox 360",8
2504,2011-10-15,A Game of Thrones: Genesis,PC,4.5
2505,2011-10-14,Batman: Arkham City,"PC,Placeholder,PS3,Wii-U,Xbox 360",8.5
2506,2011-10-13,Go Vacation,Wii,5
2507,2011-10-13,Ace Combat: Assault Horizon,"PC,PS3,Xbox 360",7.5
2508,2011-10-12,Max and the Magic Marker: Gold Edition,PS3,6
2509,2011-10-12,Aliens: Infestation,DS,8.5
2510,2011-10-11,Marbians,"Android,iPad,iPhone,Mac OS,PSP",6
2511,2011-10-10,The Dark Meadow,"iPad,iPhone",8
2512,2011-10-10,Nuclear Dawn,"PC,Xbox 360",8
2513,2011-10-08,Worms Ultimate Mayhem,"PC,PS3,Xbox 360",5
2514,2011-10-08,Spider-Man: Edge of Time,"3DS,DS,PS3,Wii,Xbox 360",5
2515,2011-10-07,Rochard,"PC,PS3",7.5
2516,2011-10-06,Eufloria,"PC,PS3",4.5
2517,2011-10-06,Forza Motorsport 4,Xbox 360,10
2518,2011-10-05,Driver: San Francisco,"Mac OS,PC,Placeholder,PS3,Wii,Xbox 360",7.5
2519,2011-10-05,Orcs Must Die!,"PC,Placeholder,PS3,Xbox 360",8.5
2520,2011-10-04,Dark Souls,"PC,PS3,Xbox 360",7
2521,2011-10-04,Rage,"PC,PS3,Xbox 360,Xbox One",7
2522,2011-10-03,King Arthur: Fallen Champions,PC,4
2523,2011-10-03,The Legend of Zelda: Four Swords Anniversary Edition,DS,8.5
2524,2011-10-02,The Binding of Isaac,"Mac OS,PC,Switch",9.5
2525,2011-10-02,Solatorobo,DS,4
2526,2011-09-30,X-Men: Destiny,"DS,PS3,Wii,Xbox 360",2.5
2527,2011-09-29,Disgaea 4: A Promise Unforgotten,PS3,8
2528,2011-09-27,Another World - 20th Anniversary,"iPad,iPhone",8
2529,2011-09-26,Resident Evil Code: Veronica X HD,"PS3,Xbox 360",5
2530,2011-09-23,ClaDun x2,PSP,6
2531,2011-09-23,NHL 12,"PS3,Xbox 360",8
2532,2011-09-23,Frogger 3D,3DS,3
2533,2011-09-22,Resistance 3,PS3,8
2534,2011-09-21,Burnout Crash!,"iPad,iPhone,PS3,Xbox 360",8
2535,2011-09-21,Radiant Silvergun,Xbox 360,9
2536,2011-09-20,Xotic,"PC,Xbox 360",8
2537,2011-09-20,Resident Evil 4 HD,"PS3,Xbox 360",9
2538,2011-09-19,TrackMania 2 Canyon,PC,9
2539,2011-09-19,Red Orchestra 2: Heroes of Stalingrad,PC,8
2540,2011-09-16,NyxQuest: Kindred Spirits,"iPad,iPhone",8
2541,2011-09-16,Kirby Mass Attack,DS,9.5
2542,2011-09-15,Gears of War 3,"PC,Xbox 360",8
2543,2011-09-14,SkyDrift,"PC,PS3,Xbox 360",7.5
2544,2011-09-13,Bit.Trip Complete,Wii,10
2545,2011-09-13,The Gunstringer,Xbox 360,8
2546,2011-09-13,Bit.Trip SAGA,"3DS,DS",8.5
2547,2011-09-12,Blocks that Matter,"Mac OS,PC,Xbox 360",9
2548,2011-09-12,Hard Reset,PC,8
2549,2011-09-10,Serious Sam: Double D,PC,7
2550,2011-09-10,Mortal Kombat Arcade Kollection,"PC,PS3,Xbox 360",6.5
2551,2011-09-10,Mortal Kombat Arcade Kolllection,PS3,6.5
2552,2011-09-09,Madden NFL 12,"PS3,Xbox 360",7
2553,2011-09-09,BloodRayne: Betrayal,"PC,PS3,Xbox 360",2
2554,2011-09-09,Star Fox 64 3D,3DS,8.5
2555,2011-09-08,"Warhammer 40,000: Space Marine","PC,PS3,Xbox 360",8
2556,2011-09-08,VidRhythm,"iPad,iPhone",8
2557,2011-09-08,Ico and Shadow of the Colossus Collection,PS3,9.5
2558,2011-09-06,Bodycount,"PC,PS3,Xbox 360",5
2559,2011-09-06,Crimson Alliance,Xbox 360,7.5
2560,2011-09-05,Tropico 4,"PC,Xbox 360",8
2561,2011-09-05,Dead Island,"PC,Placeholder,PS3,Xbox 360",7
2562,2011-09-03,Rock of Ages,"PC,PS3,Xbox 360",8.5
2563,2011-09-01,Jetpack Joyride,"Android,iPad,iPhone,PC,PS3,PSVita",9
2564,2011-09-01,No Time To Explain,"Mac OS,PC",4
2565,2011-08-31,3DS Ambassador Certificate,3DS,9.5
2566,2011-08-29,No More Heroes Heroes' Paradise,"PS3,Xbox 360",7
2567,2011-08-29,Achron,"Mac OS,PC",3
2568,2011-08-22,Street Fighter III: 3rd Strike Online Edition,"PS3,Xbox 360",9
2569,2011-08-22,Deus Ex: Human Revolution,"Mac OS,PC,PS3,Xbox 360",9.5
2570,2011-08-21,3D Classics Urban Champion,3DS,5
2571,2011-08-16,el shaddai,PS3,8
2572,2011-08-15,E.Y.E: Divine Cybermancy,PC,8
2573,2011-08-15,Toy Soldiers: Cold War,Xbox 360,8.5
2574,2011-08-14,EDGE,"Mac OS,PC,Wii-U",8
2575,2011-08-11,Kickin Momma,"iPad,iPhone",7
2576,2011-08-09,The Asskickers,"Mac OS,PC",2.5
2577,2011-08-09,Dragon Age II: Legacy,"Mac OS,PC,PS3,Xbox 360",5.5
2578,2011-08-05,Bleach: Soul Resurrección,PS3,6
2579,2011-08-05,Chantelise,PC,7
2580,2011-08-04,Pirates of Black Cove,PC,7
2581,2011-08-03,Antipole,"DS,PC,Xbox 360",8
2582,2011-08-02,Kyuiin,PS3,8
2583,2011-08-01,Insanely Twisted Shadow Planet,"PC,Xbox 360",6
2584,2011-07-31,3D Classics Xevious,3DS,6.5
2585,2011-07-26,From Dust,"PC,PS3,Xbox 360",5.5
2586,2011-07-25,Call of Juarez: The Cartel,"PC,PS3,Xbox 360",2.5
2587,2011-07-21,Air Conflicts: Secret Wars,"PC,PS3,Xbox 360",6.5
2588,2011-07-20,Z The Game,"iPad,iPhone",5
2589,2011-07-19,Yakiniku Bugyou,PS3,7.5
2590,2011-07-19,Captain America: Super Soldier,"3DS,PS3,Wii,Xbox 360",6.5
2591,2011-07-18,"Warhammer 40,000: Kill Team","PS3,Xbox 360",6
2592,2011-07-13,NCAA Football 12,"PS3,Xbox 360",8.5
2593,2011-07-13,Garshasp,PC,3.5
2594,2011-07-12,Earth Defense Force: Insect Armageddon,"PC,PS3,Xbox 360",8
2595,2011-07-11,Dead Block,"PC,PS3,Xbox 360",4.5
2596,2011-07-10,Half-Minute Hero: Super Mega Neo Climax,Xbox 360,7
2597,2011-07-08,Proun,PC,4
2598,2011-07-07,Chaos Rings Omega,"iPad,iPhone",5.5
2599,2011-07-06,Puzzle Agent 2,PC,7
2600,2011-07-06,Jamestown,PC,8
2601,2011-07-05,Dream Trigger 3D,3DS,7
2602,2011-07-04,Galaga Legions DX,"PS3,Xbox 360",8
2603,2011-07-01,James Pond in the Deathly Shallows,"iPad,iPhone",1
2604,2011-07-01,Lucha Fury,"PC,PS3,Xbox 360",2
2605,2011-06-28,Resident Evil: The Mercenaries 3D,3DS,6
2606,2011-06-28,Child of Eden,"PS3,Xbox 360",8
2607,2011-06-27,The Adventures of Shuggy,"PC,Xbox 360",8
2608,2011-06-26,Sonic & Sega All-Stars Racing,"DS,iPad,iPhone,Mac OS,PS3,Wii,Xbox 360",7
2609,2011-06-24,F.E.A.R. 3,"PC,PS3,Xbox 360",6
2610,2011-06-23,Transformers: Dark of the Moon,"3DS,PS3,Wii,Xbox 360",5.5
2611,2011-06-22,Magic: The Gathering - Duels of the Planeswalkers 2012,"PC,PS3,Xbox 360",6.5
2612,2011-06-21,Trenched,Xbox 360,8.5
2613,2011-06-21,Shadows of the Damned,"PS3,Xbox 360",8.5
2614,2011-06-20,Akimi Village,PS3,8.5
2615,2011-06-17,Dungeon Siege III,"PC,PS3,PSP,Xbox 360",7.5
2616,2011-06-17,The Legend of Zelda: Ocarina of Time 3DS,3DS,9.5
2617,2011-06-16,Alice: Madness Returns,"PC,PS3,Xbox 360",7
2618,2011-06-14,inFamous 2,PS3,8.5
2619,2011-06-13,Duke Nukem Forever,"Mac OS,PC,Placeholder,PS3,Xbox 360",2
2620,2011-06-07,Super Street Fighter IV,"PS3,Xbox 360",9.5
2621,2011-06-04,Frozen Synapse,"Android,iPad,iPhone,Mac OS,PC",9
2622,2011-06-04,Hunted: The Demon's Forge,Xbox 360,6.5
2623,2011-06-03,Red Faction: Armageddon,"PC,PS3,Xbox 360",7
2624,2011-05-25,Dead or Alive: Dimensions,3DS,8
2625,2011-05-25,Dirt 3,"PC,PS3,Xbox 360",9
2626,2011-05-23,The Witcher 2: Assassins of Kings,"PC,Xbox 360",6
2627,2011-05-21,Portal 2,"Mac OS,PC,PS3,Xbox 360",10
2628,2011-05-16,L.A. Noire,"PC,PS3,PS4,Switch,Xbox 360,Xbox One",9
2629,2011-05-10,LEGO: Pirates of the Caribbean,"PS3,Wii,Xbox 360",7
2630,2011-05-09,Brink,"PC,PS3,Xbox 360",7.5
2631,2011-05-08,Gatling Gears,"PS3,Xbox 360",8
2632,2011-05-08,Mighty Milky Way,DS,7.5
2633,2011-05-06,Darkspore,PC,7
2634,2011-04-29,Conduit 2,Wii,8
2635,2011-04-29,The Next BIG Thing,PC,7.5
2636,2011-04-28,Fate of the World,PC,6.5
2637,2011-04-28,Burn it All,"iPad,iPhone",9
2638,2011-04-27,Dungeons And Dragons: Daggerdale,"PS3,Xbox 360",3
2639,2011-04-26,Coin Drop,iPhone,9
2640,2011-04-25,Air Penguin,iPhone,7.5
2641,2011-04-25,Cargo! - The Quest For Gravity,PC,7
2642,2011-04-20,Section 8: Prejudice,"PC,PS3,Xbox 360",7.5
2643,2011-04-14,Clash of Heroes,"PS3,Xbox 360",9
2644,2011-04-14,Sanctum,PC,7.5
2645,2011-04-14,Strania - The Stella Machina,"PC,Xbox 360",5
2646,2011-04-12,Liight,Wii,6
2647,2011-04-12,SOCOM 4,PS3,3
2648,2011-04-11,Ar tonelico Qoga: Knell of Ar Ciel,PS3,8
2649,2011-04-11,Anomaly: Warzone Earth,"iPad,PC,PS3,Xbox 360",9
2650,2011-04-08,Three Trees,"iPad,iPhone",7
2651,2011-04-06,Need for Speed: Shift 2 Unleashed,"iPad,PC,PS3,Xbox 360",8.5
2652,2011-04-06,The Dishwasher: Vampire Smile,"PC,Xbox 360",6.5
2653,2011-04-06,Death Rally,"iPad,iPhone",8
2654,2011-04-06,Hoard,PC,5
2655,2011-04-05,Stacking: The Lost Hobo King,"PS3,Xbox 360",6
2656,2011-04-04,Ridge Racer 3D,3DS,7.5
2657,2011-04-04,The Tomb Raider Trilogy,PS3,7
2658,2011-04-02,Samurai Warriors: Chronicles,3DS,6
2659,2011-03-30,Swarm,"PS3,Xbox 360",7.5
2660,2011-03-29,Total War: Shogun 2,PC,9
2661,2011-03-29,Mass Effect 2: Arrival,"PC,PS3,Xbox 360",8
2662,2011-03-29,WWE All Stars,"PS2,PS3,PSP,Wii,Xbox 360",8
2663,2011-03-28,Superbrothers: Sword & Sworcery EP,"Android,iPad,iPhone,Mac OS,PC",10
2664,2011-03-28,Dynasty Warriors 7,"PS3,Xbox 360",8
2665,2011-03-24,Nintendogs + Cats,3DS,7.5
2666,2011-03-24,Super Street Fighter IV 3D Edition,3DS,9
2667,2011-03-23,Monster Tale,DS,8
2668,2011-03-23,Pilotwings Resort,3DS,7
2669,2011-03-22,Crysis 2,"PC,PS3,Xbox 360",8.5
2670,2011-03-22,Dragon Age II,"Mac OS,PC,PS3,Xbox 360",7
2671,2011-03-22,Lego Star Wars III: The Clone Wars,"3DS,PS3,PSP,Wii,Xbox 360",8
2672,2011-03-18,Warriors: Legends of Troy,"PS3,Xbox 360",4
2673,2011-03-17,MLB 11: The Show,"PS2,PS3,PSP",8.5
2674,2011-03-15,Okamiden,DS,8
2675,2011-03-15,Homefront,"PC,PS3,Xbox 360",5
2676,2011-03-11,Double Dragon,"3DS,iPad,iPhone,PS1,Switch,Wii-U",7.5
2677,2011-03-10,Dead Space 2: Severed,"PS3,Xbox 360",6
2678,2011-03-07,Giana Sisters DS,DS,5
2679,2011-03-06,Pokémon Black,"3DS,DS",9.5
2680,2011-03-06,Pokémon White,"3DS,DS",9.5
2681,2011-03-04,Hyperdimension Neptunia,"PS3,PSVita",3
2682,2011-03-02,Dawn of War: Retribution,PC,8.5
2683,2011-03-01,Beyond Good & Evil 2,"PS3,Xbox 360",8
2684,2011-03-01,Pixeljunk Shooter 2,PS3,9.5
2685,2011-02-26,Knights Contract,"PS3,Xbox 360",1
2686,2011-02-25,Test Drive Unlimited 2,"PC,PS3,Xbox 360",4
2687,2011-02-24,King's Quest III: Redux,PC,8
2688,2011-02-22,Killzone 3,PS3,10
2689,2011-02-22,Bulletstorm,"PC,PS3,Xbox 360",9
2690,2011-02-16,Trinity: Souls of Zill O'll,PS3,3
2691,2011-02-14,Marvel vs. Capcom 3: Fate of Two Worlds,"PS3,Xbox 360",8.5
2692,2011-02-09,Stacking,"PC,PS3,Xbox 360",8
2693,2011-02-04,Venetica,"PC,PS3,Xbox 360",3
2694,2011-02-03,,,
2695,2011-02-02,Bionic Commando Rearmed,"PS3,Xbox 360",7
2696,2011-02-02,Radiant Historia,DS,8.5
2697,2011-02-01,Dead Space (iOS),iPhone,8
2698,2011-01-31,Two Worlds II,"Mac OS,PC,PS3,Xbox 360",8
2699,2011-01-30,Metro 2033,"PC,Xbox 360",8
2700,2011-01-27,Breach,"PC,Xbox 360",4
