,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
511,"Powerhead Games, 369 Interactive",Adventure,CSI: Crime Scene Investigation: Dark Motives,"DS,PC","Ubisoft, Focus Multimedia",2004-03-23,2004-03-23,6.3,7.2
512,"Discovery Software Intl, Imagine, Taito Corporation, Probe Entertainment Limited, NovaLogic, Tandy","Arcade, Action",Arkanoid,"Amiga,Amstrad CPC,Apple II,Arcade Games,Atari 8-bit,Atari ST,BBC Micro,Commodore 64,iOS (iPhone/iPad),Macintosh,Mobile,MSX,NEC PC98,NES,PC,Sinclair ZX81/Spectrum,Tandy Color Computer","Discovery Software Intl, Ocean, Imagine, Taito Corporation, Imagine Studios, Discovery Software, I-Play, Hit Squad, Tandy",1905-06-07,2004-03-23,7.4,7.8
513,Genius Sonority Inc.,"Management, Role-Playing",Pokemon Colosseum,GameCube,Nintendo,2004-02-10,2004-03-22,7.3,7.8
514,"Westlake Interactive, Sony Online Entertainment","MMO, Role-Playing",EverQuest,"Macintosh,PC","Sony Online Entertainment, Ubisoft",1999-03-16,2004-03-22,6.8,7.7
515,Capcom,"Action, 3D, Fighting",Onimusha Blade Warriors,PlayStation 2,Capcom,2004-03-24,2004-03-22,6.6,7.3
516,Inferno Games,"Boxing, Sports",Wade Hixton's Counter Punch,Game Boy Advance,"Zoo Digital Publishing, Destination Software",2004-03-15,2004-03-22,7.8,7.7
517,Sir-Tech Software Inc.,"Turn-Based, Strategy",Jagged Alliance 2,PC,"Frogster Interactive, TalonSoft, TopWare Interactive",1999-06-30,2004-03-22,7.2,8.9
518,Adrenium,Action,Samurai Jack: The Shadow of Aku,"GameCube,PlayStation 2",Sega,2004-03-24,2004-03-19,5.2,6.4
519,Adrenium,Action,Samurai Jack: The Shadow of Aku,"GameCube,PlayStation 2",Sega,2004-03-24,2004-03-19,5.2,6.4
520,"Anuman Interactive, Microids, Koalabs Studio, Tetraedge","Adventure, Third-Person, 3D",Syberia II,"Android,iOS (iPhone/iPad),Macintosh,Nintendo Switch,PC,PlayStation 2,PlayStation 3,Windows Mobile,Xbox,Xbox 360","Anuman Interactive, Microids, Gravity Corporation, MC2 Entertainment, MediaQuest, Peter Games, The Adventure Company, Meridian4, Ubisoft, Nordic Games Publishing, Tetraedge, XS Games, Bandai Namco Games",2004-03-30,2004-03-19,7.8,8.4
521,Haemimont Games,"Real-Time, Strategy",Nemesis of the Roman Empire,PC,"Enlight Software, FX Interactive, Retroism",2004-03-25,2004-03-19,8,7.9
522,989 Sports,"Baseball, Simulation, Sports, Team-Based",MLB 2005,"PlayStation,PlayStation 2","SCEA, SCEI",2004-03-04,2004-03-18,7.9,7.7
523,Cat Daddy Games,"Strategy, Management",School Tycoon,PC,"Global Star Software, Sold Out Software, ak tronic",2004-01-15,2004-03-18,6.9,6.5
524,Dimps Corporation,"Beat-'Em-Up, Action, 2D",Seven Samurai 20XX,PlayStation 2,"Sammy Studios, YBM Sisa, Sega Europe",2004-03-12,2004-03-17,6.3,6.2
525,Namco,"Action, Adventure, Survival, 3D",Breakdown,Xbox,"Electronic Arts, Namco",2004-03-16,2004-03-16,7.6,8
526,"Epic Games, Black Cat Games","Shooter, 3D, Action, First-Person",Unreal Tournament 2004,"Linux,Macintosh,PC","Atari SA, MacSoft, Sold Out Software",2004-03-16,2004-03-16,9.4,9.2
527,Digital Illusions,"Action, First-Person, Shooter, 3D",Battlefield Vietnam,PC,"EA Games, Electronic Arts, ak tronic",2004-03-14,2004-03-16,8.5,8.4
528,EA Sports,"Team-Based, Baseball, Simulation, Sports",MVP Baseball 2004,"GameCube,PC,PlayStation 2,Xbox",EA Sports,2004-03-09,2004-03-16,8.3,8.7
529,Illusion Softworks,"Adventure, Action",Mafia,"PC,PlayStation 2,Xbox","Take-Two Interactive, 2K Games, E-Frontier, Sold Out Software, Gathering, ak tronic, Illusion Softworks",2002-08-27,2004-03-15,7.1,8.9
530,Micro Cabin,Simulation,Naval Ops: Commander,PlayStation 2,"Koei, SCEA",2004-03-09,2004-03-15,6.9,7.6
531,MediaMobsters,"Real-Time, Strategy",Gangland,PC,"Whiptail Interactive, Typhoon Games",2004-03-04,2004-03-15,6.9,7.6
532,AI Factory,"Billiards, Sports",Friday Night 3D Pool,PC,Global Star Software,2003-10-03,2004-03-15,6.5,7
533,EA Sports,"Team-Based, Baseball, Simulation, Sports",MVP Baseball 2004,"GameCube,PC,PlayStation 2,Xbox",EA Sports,2004-03-09,2004-03-12,9.1,8.7
534,EA Sports,"Simulation, Sports, Team-Based, Baseball",MVP Baseball 2004,"GameCube,PC,PlayStation 2,Xbox",EA Sports,2004-03-09,2004-03-12,9,8.7
535,EA Sports,"Team-Based, Baseball, Simulation, Sports",MVP Baseball 2004,"GameCube,PC,PlayStation 2,Xbox",EA Sports,2004-03-09,2004-03-12,9,8.7
536,"Ubisoft Milan, Ubisoft Montreal, Gameloft","Action, First-Person, Shooter, Tactical",Tom Clancy's Rainbow Six 3: Raven Shield,"Macintosh,Mobile,PC","Aspyr, Gameloft, Ubisoft, Sold Out Software, ak tronic",2003-03-19,2004-03-11,7.8,8.5
537,K2 LLC,"Adventure, Action",Tenchu: Return From Darkness,Xbox,"Activision, From Software",2004-03-10,2004-03-11,7.3,7.5
538,Codemasters,"Simulation, Driving/Racing",Colin McRae Rally 04,"PC,PlayStation 2,Xbox","Codemasters, Sold Out Software",2004-03-04,2004-03-10,8.8,8.4
539,Team 17,"Turn-Based, Strategy",Worms 3D,"GameCube,Macintosh,PC,PlayStation 2,Xbox","Sega, Acclaim, Feral Interactive",2004-03-11,2004-03-10,7.5,7.8
540,Team 17,"Turn-Based, Strategy",Worms 3D,"GameCube,Macintosh,PC,PlayStation 2,Xbox","Sega, Acclaim, Feral Interactive",2004-03-11,2004-03-10,7.5,7.8
541,KCET,"Adventure, Action",Firefighter F.D. 18,PlayStation 2,Konami,2004-03-09,2004-03-09,7.1,7.6
542,Surreal Software,"Adventure, Survival, 3D, Action",The Suffering,"PC,PlayStation 2,Xbox","Encore Software, Inc., Midway",2004-03-09,2004-03-09,7.6,8.2
543,Surreal Software,"Survival, 3D, Action, Adventure",The Suffering,"PC,PlayStation 2,Xbox","Encore Software, Inc., Midway",2004-03-09,2004-03-09,7.6,8.2
544,"Visual Impact, Steel Monkeys","Driving/Racing, Simulation",Corvette,"Game Boy Advance,PC,PlayStation 2,Xbox","TDK Mediactive, Global Star Software",2003-11-11,2004-03-09,4,5.4
545,Silicon Knights,"Adventure, Action",Metal Gear Solid: The Twin Snakes,GameCube,Konami,2004-03-09,2004-03-08,8.2,9
546,Human Head Studios,"Action, First-Person, Shooter, 3D",Dead Man's Hand,"PC,Xbox","Atari SA, Sold Out Software",2004-03-03,2004-03-08,6,6.9
547,GSC Game World,"First-Person, 3D, Action, Team-Based, Shooter",FireStarter,PC,"Hip Games, Russobit-M, Shall Luck Plus",2004-03-05,2004-03-08,6.2,6
548,"Torus Games, Edge of Reality, Beenox","3D, Action, Platformer",Pitfall: The Lost Expedition,"Game Boy Advance,GameCube,PC,PlayStation 2,Wii,Xbox","Activision, Aspyr",2004-02-18,2004-03-05,7.1,7.5
549,Sonic Team,Card Game,Phantasy Star Online Episode III: C.A.R.D. Revolution,GameCube,Sega,2004-03-02,2004-03-04,7.2,7.5
550,"Aspyr, Left Field Productions","Arcade, Driving/Racing",MTX Mototrax,"Macintosh,PC,PlayStation 2,PSP,Xbox,Zodiac","Aspyr, Activision, Tapwave",2004-03-02,2004-03-04,7.2,8
551,"Aspyr, Left Field Productions","Driving/Racing, Arcade",MTX Mototrax,"Macintosh,PC,PlayStation 2,PSP,Xbox,Zodiac","Aspyr, Activision, Tapwave",2004-03-02,2004-03-04,7.2,8
552,Raylight Studios,"3D, Action, Platformer",Ozzy & Drix,Game Boy Advance,Midway,2003-12-16,2004-03-03,3.5,5.7
553,SCEJ,"Adventure, Action",Lifeline (2004),PlayStation 2,"SCEI, Konami",2004-03-02,2004-03-02,6.5,7.1
554,Capcom,Card Game,Mega Man: Battle Chip Challenge,Game Boy Advance,Capcom,2004-03-03,2004-03-02,8.2,7.5
555,"Koei Tecmo Games, Koei","Turn-Based, Strategy",Romance of the Three Kingdoms IX,"PC,PlayStation 2,PSP","Koei, Koei Tecmo Games",2004-02-24,2004-03-02,7.3,8.2
556,Capcom,Simulation,Steel Battalion: Line of Contact,Xbox,Capcom,2004-02-27,2004-03-01,7.3,8.3
557,KCEJ,Card Game,Yu-Gi-Oh! World Championship Tournament 2004,Game Boy Advance,Konami,2004-02-10,2004-03-01,6.1,7.3
558,Argonaut Games,"Arcade, Driving/Racing",Carve,Xbox,Global Star Software,2004-02-24,2004-02-27,6.6,6.6
559,Team Ninja,"Action, Adventure",Ninja Gaiden (2004),Xbox,"Tecmo, Microsoft Game Studios",2004-03-02,2004-02-26,9.4,9.2
560,Sports Interactive,"Soccer, Sports, Team-Based, Management",Championship Manager: Season 03/04,PC,"Eidos Interactive, Sold Out Software, Mastertronic",2003-11-21,2004-02-25,8.6,8.7
561,"FUN Labs, Sand Grain Studios","Sports, Hunting/Fishing",Cabela's Dangerous Hunts,"PC,PlayStation 2,Xbox","Activision Value, Zoo Digital Publishing, Activision",2003-11-11,2004-02-24,6.8,7.2
562,"Square Enix, Cavia Inc.","Action, Role-Playing",Drakengard,"Mobile,PlayStation 2","Square Enix, Gathering",2004-03-02,2004-02-23,7,7.9
563,"Humagade, Rainbow Studios","Simulation, Driving/Racing",MX Unleashed,"Mobile,PlayStation 2,Xbox",THQ,2004-02-17,2004-02-23,7.9,8.3
564,"Humagade, Rainbow Studios","Driving/Racing, Simulation",MX Unleashed,"Mobile,PlayStation 2,Xbox",THQ,2004-02-17,2004-02-23,7.9,8.3
565,"Invictus, Activision Value","Arcade, Driving/Racing",Monster Garage,"PC,Xbox",Activision Value,2004-01-21,2004-02-23,3.3,5.5
566,EA Phenomic,"Real-Time, Strategy",SpellForce: The Order of Dawn,PC,"JoWooD Entertainment AG, ak tronic, MediaQuest, Aspyr, Encore Software, Inc., Sold Out Software",2004-02-11,2004-02-23,7.9,8.3
567,KCET,"Simulation, Soccer, Sports, Team-Based",World Soccer Winning Eleven 7 International,"PC,PlayStation 2","VU Games, Konami",2004-02-17,2004-02-20,9.1,8.8
568,.400 Software Studios,"Team-Based, Basketball, Simulation, Sports",Total Pro Basketball,PC,.400 Software Studios,2003-12-01,2004-02-20,7.5,7.3
569,"Torus Games, Edge of Reality, Beenox","Action, 3D, Platformer",Pitfall: The Lost Expedition,"Game Boy Advance,GameCube,PC,PlayStation 2,Wii,Xbox","Activision, Aspyr",2004-02-18,2004-02-20,7.1,7.5
570,"Torus Games, Edge of Reality, Beenox","Action, Platformer, 3D",Pitfall: The Lost Expedition,"Game Boy Advance,GameCube,PC,PlayStation 2,Wii,Xbox","Activision, Aspyr",2004-02-18,2004-02-20,7.1,7.5
571,"Torus Games, Edge of Reality, Beenox","Action, Platformer, 3D",Pitfall: The Lost Expedition,"Game Boy Advance,GameCube,PC,PlayStation 2,Wii,Xbox","Activision, Aspyr",2004-02-18,2004-02-20,7.3,7.5
572,Stormcloud Creations,"Simulation, Strategy",Coliseum,PC,Shrapnel Games,2004-01-06,2004-02-20,3.8,5.5
573,Paradox Development Studio,"Strategy, Real-Time",Two Thrones,PC,Strategy First,2004-02-10,2004-02-20,5.4,5.5
574,Lesta Studio,"Strategy, Real-Time",WWI: The Great War,PC,"Encore Software, Inc., GMX Media, Buka Entertainment",2004-02-06,2004-02-19,4.8,6
575,"Maxis, Full Fat, Genki, HAL Labs, Zio Interactive","Management, Strategy",SimCity 2000,"Acorn Archimedes,Amiga,FM Towns,Game Boy Advance,Macintosh,Nintendo 64,OS/2,PC,PlayStation,Saturn,Super Nintendo,Windows Mobile","Krisalis Software, Infogrames, Fujitsu, Destination Software, Zoo Digital Publishing, Maxis, Imagineer, Electronic Arts, SoftKey, Artdink, Sega, Tec Toy, Black Pearl, THQ",1905-06-15,2004-02-19,4.9,7.7
576,InterActive Vision Games,"Simulation, Flight",Apache Longbow Assault,PC,Activision Value,2004-02-05,2004-02-19,7.3,7.1
577,Made by Kiddies,"First-Person, Shooter, 3D, Team-Based, Action",Alien Blast: The Encounter,PC,Strategy First,2004-02-09,2004-02-18,3.3,4
578,Idol FX,"First-Person, Shooter, Tactical, Action",FBI Hostage Rescue,PC,Activision Value,2004-02-05,2004-02-18,1.9,3.1
579,Banpresto,Action,Lupin the 3rd: Treasure of the Sorcerer King,PlayStation 2,"505 Games, Banpresto, Bandai",2004-02-11,2004-02-17,6,7.3
580,SCE Foster City Studio,"Action, 2D, Beat-'Em-Up",Rise to Honor,PlayStation 2,"SCEA, SCEE",2004-02-17,2004-02-17,6.6,7.5
581,Zono Inc.,"Real-Time, Strategy",Riot Police,PC,Activision Value,2004-02-05,2004-02-17,5.5,5.4
582,"3000AD, Inc.",Simulation,Universal Combat,PC,"3000AD, Inc., DreamCatcher Interactive",2004-02-05,2004-02-13,5.9,4.2
583,"Griptonite Games, EA Redwood Shores","Shooter, Third-Person, 3D, Action",James Bond 007: Everything or Nothing,"Game Boy Advance,GameCube,PlayStation 2,Xbox","EA Games, Electronic Arts",2003-11-17,2004-02-13,8.8,8.5
584,Enlight Software,"Action, Adventure",Wars and Warriors: Joan of Arc,PC,"Enlight Software, Retroism",2004-02-07,2004-02-13,6.2,7.4
585,"Griptonite Games, EA Redwood Shores","3D, Action, Shooter, Third-Person",James Bond 007: Everything or Nothing,"Game Boy Advance,GameCube,PlayStation 2,Xbox","Electronic Arts, EA Games",2003-11-17,2004-02-13,8.8,8.5
586,"Griptonite Games, EA Redwood Shores","Action, Shooter, Third-Person, 3D",James Bond 007: Everything or Nothing,"Game Boy Advance,GameCube,PlayStation 2,Xbox","Electronic Arts, EA Games",2003-11-17,2004-02-13,8.8,8.5
587,"Legend Entertainment, Tantalus Interactive","Action, First-Person, Shooter, 3D",Unreal II: The Awakening,"PC,Xbox","Atari SA, Epic Games, CyberFront",2003-02-03,2004-02-13,6.1,7.3
588,.400 Software Studios,"Sports, Team-Based, Football (American), Simulation",Total Pro Football,PC,.400 Software Studios,2003-12-01,2004-02-12,8.3,6.4
589,Konami,Compilation,Silent Scope Complete,Xbox,Konami,2004-02-10,2004-02-12,5.4,6.5
590,"The Collective, Double Helix Games","Strategy, Turn-Based",Wrath Unleashed,"PlayStation 2,Xbox","LucasArts, Activision",2004-02-10,2004-02-10,7.3,7.2
591,"The Collective, Double Helix Games","Turn-Based, Strategy",Wrath Unleashed,"PlayStation 2,Xbox","Activision, LucasArts",2004-02-10,2004-02-10,7.3,7.2
592,"Zonic, Razorworks Studios","Driving/Racing, Simulation",Ford Racing 2,"Macintosh,PC,PlayStation 2,Xbox","Empire Interactive, Gotham Games, Take-Two Interactive",2003-09-01,2004-02-10,5.5,6.5
593,Overworks,"3D, Beat-'Em-Up, Action",Nightshade (2003),PlayStation 2,Sega,2004-02-10,2004-02-10,7.9,7.5
594,Snowblind Studios,"Action, Role-Playing",Champions of Norrath,PlayStation 2,Sony Online Entertainment,2004-02-10,2004-02-09,8.5,8.5
595,Pterodon,"Shooter, 3D, Action, First-Person",Vietcong,PC,"Gathering, Sold Out Software",2003-03-26,2004-02-09,7.4,8.1
596,"Intellivision Productions, Realtime Associates",Compilation,Intellivision Lives! (2010),"DS,GameCube,PlayStation 2,Xbox","Virtual Play Inc., Crave, Play It!",2003-11-20,2004-02-09,6.8,6.4
597,Square Enix,"Role-Playing, Action",Final Fantasy Crystal Chronicles,GameCube,Nintendo,2004-02-09,2004-02-06,8,8
598,Deep Red,"Strategy, Management",Vegas Tycoon,PC,"Global Star Software, Frogster Interactive, Strategy First, Empire Interactive",2004-01-15,2004-02-06,7.5,7.3
599,Blade Interactive,"Billiards, Sports",World Championship Pool 2004,"PC,PlayStation 2,Xbox",Jaleco Entertainment,2003-12-09,2004-02-05,7.2,7.1
600,Nintendo,"Adventure, Action",Metroid: Zero Mission,Game Boy Advance,"Nintendo, iQue",2004-02-09,2004-02-05,8.5,8.9
601,KCE Studios,"Flight, Simulation",AirForce Delta Strike,PlayStation 2,Konami,2004-02-03,2004-02-04,6.5,7.2
602,"Atomic Planet Entertainment, Cinemaware","Strategy, Turn-Based",Robin Hood: Defender of the Crown,"PC,PlayStation 2,Xbox","Zoo Digital Publishing, Capcom",2003-09-30,2004-02-03,6,6.5
603,Solecismic Software,"Football (American), Simulation, Sports, Team-Based",Front Office Football 2004,PC,Solecismic Software,2003-11-13,2004-02-02,7.8,7.5
604,ARC Entertainment,Compilation,Arc the Lad Collection,PlayStation,Working Designs,2002-04-18,2004-01-31,7.5,8.3
605,Irem,"Action, 2D, Shoot-'Em-Up",R-Type Final,PlayStation 2,"Metro3D, Irem, Eidos Interactive",2004-02-03,2004-01-30,8.1,8.3
606,Galilea Multimedia,"First-Person, Adventure, 3D",Jack the Ripper,PC,"Microids, The Adventure Company, Peter Games",2004-01-29,2004-01-30,5.2,6.5
607,Wow Entertainment,"Simulation, Driving/Racing",Sega GT Online,Xbox,Sega,2004-01-27,2004-01-30,6.1,7.2
608,"Exient Entertainment, EA Canada","Simulation, Soccer, Sports, Team-Based",FIFA Soccer 2004,"Game Boy Advance,GameCube,N-Gage,PC,PlayStation,PlayStation 2,Xbox","EA Sports, Electronic Arts, ak tronic",2003-11-04,2004-01-30,6.7,7.8
609,,,AMF Bowling 2004,Xbox,,2003-12-01,2004-01-30,5.2,5.3
610,Big Time Software,"Strategy, Real-Time",Combat Mission 3: Afrika Korps,"Macintosh,PC","Battlefront.com, ak tronic, cdv Software",2003-12-03,2004-01-29,8.4,8.1
611,Galilea Multimedia,"Strategy, Turn-Based",Pax Romana,PC,DreamCatcher Interactive,2003-11-06,2004-01-28,4.9,3.9
612,"Magic Pockets, High Voltage Software, Snowblind Studios","Action, Role-Playing",Baldur's Gate: Dark Alliance,"Game Boy Advance,GameCube,PlayStation 2,Xbox","Destination Software, Interplay, Pacific Century Cyber Works",2001-12-02,2004-01-28,8,8.3
613,Freedom Games,"Real-Time, Strategy",Squad Assault: West Front,PC,Matrix Games,2003-11-02,2004-01-28,7.4,6.8
614,Illusion Softworks,"Adventure, Action",Mafia,"PC,PlayStation 2,Xbox","Gathering, ak tronic, Sold Out Software, 2K Games, Take-Two Interactive, E-Frontier, Illusion Softworks",2002-08-27,2004-01-27,7,8.9
615,Capcom,"Driving/Racing, Arcade",Auto Modellista,"GameCube,PlayStation 2,Xbox",Capcom,2003-03-25,2004-01-27,6.8,6.8
616,Lab Rats Games,"Bowling, Sports",Fast Lanes Bowling,PC,Enlight Software,2004-01-07,2004-01-27,5.2,5.2
617,Sonic Team,"3D, Platformer, Action",Sonic Heroes,"GameCube,PC,PlayStation 2,Xbox","Sega, Sold Out Software, SCEA",2004-01-05,2004-01-26,6.2,7.5
618,Sonic Team,"Action, 3D, Platformer",Sonic Heroes,"GameCube,PC,PlayStation 2,Xbox","Sega, Sold Out Software, SCEA",2004-01-05,2004-01-26,7,7.5
619,Nival Interactive,"Turn-Based, Strategy",Silent Storm,PC,"JoWooD Entertainment AG, Nordic Games Publishing, Aspyr, Encore Software, Inc.",2004-01-20,2004-01-26,8.2,8.6
620,"Global VR, Pocketeers, Electronic Arts, Black Box, EA Black Box","Driving/Racing, Simulation",Need for Speed: Underground,"Arcade Games,Game Boy Advance,GameCube,PC,PlayStation 2,Xbox","Konami, Electronic Arts, EA Games, ak tronic",2003-11-17,2004-01-26,7.7,8.3
621,Bec,Simulation,Mobile Suit Gundam: Encounters in Space,PlayStation 2,Bandai,2003-12-05,2004-01-23,7,8.1
622,"Ritual Entertainment, Rebellion","First-Person, Shooter, Tactical, Action",Delta Force: Black Hawk Down - Team Sabre,"PC,PlayStation 2","NovaLogic, MicroMouse, Ubisoft",2004-01-20,2004-01-23,7.1,7.5
623,Starsphere Interactive,Simulation,Star Trek: Shattered Universe,"PlayStation 2,Xbox",TDK Mediactive,2004-01-13,2004-01-23,4.4,5.6
624,Starsphere Interactive,Simulation,Star Trek: Shattered Universe,"PlayStation 2,Xbox",TDK Mediactive,2004-01-13,2004-01-23,4.4,5.6
625,Bethesda Softworks,"Driving/Racing, Simulation",IHRA Drag Racing 2004,Xbox,Bethesda Softworks,2003-12-01,2004-01-22,5.4,5
626,Pivotal Games,"Shooter, Tactical, Third-Person, Action",Conflict: Desert Storm II - Back to Baghdad,"GameCube,PC,PlayStation 2,Xbox","SCi, Gotham Games, Sold Out Software, Capcom, Square Enix",2003-10-07,2004-01-22,6.7,7.6
627,Natsume,"Adventure, Action",Medabots: Infinity,GameCube,"Natsume, Ubisoft",2003-12-14,2004-01-21,5.4,6.3
628,"Visual Impact, Steel Monkeys","Driving/Racing, Simulation",Corvette,"Game Boy Advance,PC,PlayStation 2,Xbox","TDK Mediactive, Global Star Software",2003-11-11,2004-01-21,4.3,5.4
629,Out Of The Park Developments,"Simulation, Sports, Team-Based, Baseball",Inside the Park Baseball,PC,Out Of The Park Developments,2003-12-19,2004-01-21,7,6.9
630,Lavastorm,"Arcade, Football (American), Sports, Team-Based",NCAA Football (2003),Mobile,Nokia,2003-09-08,2004-01-21,8,
631,"Zonic, Razorworks Studios","Simulation, Driving/Racing",Ford Racing 2,"Macintosh,PC,PlayStation 2,Xbox","Empire Interactive, Gotham Games, Take-Two Interactive",2003-09-01,2004-01-20,6.8,6.5
632,Illwinter Design Group,"Strategy, Turn-Based",Dominions II: The Ascension Wars,"Linux,PC","Illwinter Design Group, Shrapnel Games",2003-11-14,2004-01-20,6.2,7.7
633,Legend Entertainment,"Shooter, 3D, Action, First-Person",Unreal II: The Awakening Special Edition,PC,Atari SA,2003-12-18,2004-01-20,7.9,8.4
634,"Running With Scissors, Drive, Inc.","3D, Action, First-Person, Shooter",Postal 2,"Linux,Macintosh,PC","Running With Scissors, Linux Game Publishing, MicroMouse, Drive, Inc., Whiptail Interactive, rws, hell-tech",2003-04-14,2004-01-20,6.2,7.4
635,Jester Interactive,"Driving/Racing, Simulation",Super Trucks Racing,PlayStation 2,"Success, Jester Interactive, XS Games",2003-10-29,2004-01-20,7.1,5.6
636,Capcom,"3D, Platformer, Action",Maximo vs Army of Zin,PlayStation 2,Capcom,2004-01-20,2004-01-19,8.4,8.2
637,Black Isle Studios,"Role-Playing, Action",Baldur's Gate: Dark Alliance II,"PlayStation 2,Xbox","Interplay, Avalon Interactive",2004-01-20,2004-01-16,8,8.3
638,Black Isle Studios,"Action, Role-Playing",Baldur's Gate: Dark Alliance II,"PlayStation 2,Xbox","Interplay, Avalon Interactive",2004-01-20,2004-01-16,8,8.3
639,Midway,Compilation,Midway Arcade Treasures,"GameCube,PC,PlayStation 2,Xbox",Midway,2003-11-17,2004-01-16,6.5,7.2
640,Interplay,"Action, Role-Playing",Fallout: Brotherhood of Steel,"PlayStation 2,Xbox","Interplay, Avalon Interactive",2004-01-14,2004-01-16,7.3,6.5
641,Marvelous,"Fighting, Action, 2D",The King of Fighters EX2: Howling Blood,Game Boy Advance,"Marvelous, ATLUS, Acclaim",2003-12-11,2004-01-15,8.5,8.5
642,Stellar Stone,"Driving/Racing, Simulation",Big Rigs: Over the Road Racing,PC,GameMill Publishing,2003-11-20,2004-01-14,1,3.3
643,Pixel Multimedia,"Action, Role-Playing",Blade & Sword,PC,"Whiptail Interactive, Pixel Soft, Akella",2003-12-22,2004-01-14,6.3,6.5
644,Jaleco Entertainment,"Strategy, Real-Time",Goblin Commander: Unleash the Horde,"GameCube,PlayStation 2,Xbox",Jaleco Entertainment,2003-11-11,2004-01-14,6.7,7
645,EA Tiburon,"Football (American), Sports, Team-Based, Arcade",NFL Street,"GameCube,PlayStation 2,Xbox",EA Sports,2004-01-13,2004-01-13,7.9,8.1
646,Konami,"Real-Time, Strategy",Yu-Gi-Oh! The Falsebound Kingdom,GameCube,Konami,2003-11-04,2004-01-13,3.1,5.8
647,FUN Labs,"Action, Team-Based, First-Person, 3D, Shooter",Delta Ops: Army Special Forces,PC,"Activision Value, Empire Interactive",2003-07-02,2004-01-13,2.1,4.8
648,Sonic Team,"Action, 2D, Fighting",Sonic Battle,Game Boy Advance,"THQ, Sega",2004-01-05,2004-01-13,7.7,8.2
649,Acclaim Studios Cheltenham,"Arcade, Driving/Racing",XGRA: Extreme-G Racing Association,"GameCube,PlayStation 2,Xbox",Acclaim,2003-09-11,2004-01-13,7.2,7.6
650,Capcom,"Adventure, Action",Chaos Legion,"PC,PlayStation 2",Capcom,2003-08-06,2004-01-13,4.5,7.3
651,InterActive Vision Games,"Strategy, Management",Airport Tycoon 3,PC,Global Star Software,2003-10-30,2004-01-13,5,5.7
652,EA Tiburon,"Sports, Team-Based, Arcade, Football (American)",NFL Street,"GameCube,PlayStation 2,Xbox",EA Sports,2004-01-13,2004-01-12,7.8,8.1
653,EA Tiburon,"Sports, Team-Based, Arcade, Football (American)",NFL Street,"GameCube,PlayStation 2,Xbox",EA Sports,2004-01-13,2004-01-12,7.8,8.1
654,CyberConnect2,"Role-Playing, Action",.hack//Quarantine Part 4,PlayStation 2,Bandai,2004-01-14,2004-01-12,6.1,8
655,Interplay,"Role-Playing, Action",Fallout: Brotherhood of Steel,"PlayStation 2,Xbox","Interplay, Avalon Interactive",2004-01-14,2004-01-09,7.3,6.5
656,Midway,"Team-Based, Arcade, Football (American), Sports",NFL Blitz Pro,"GameCube,PlayStation 2,Xbox",Midway,2003-10-28,2004-01-09,6.5,7.1
657,3 Romans,"Driving/Racing, Arcade",Ultimate Demolition Derby,PC,Global Star Software,2003-09-16,2004-01-09,2,4
658,"Pipe Dream Interactive, Terminal Reality","3D, Action, Shooter, Third-Person",BlowOut,"GameCube,PC,PlayStation 2,Xbox","Majesco Games, Zoo Digital Publishing, SCEA",2003-10-28,2004-01-09,5,5.2
659,Wolfpack Studios,"MMO, Role-Playing",Shadowbane,"Macintosh,PC",Ubisoft,2003-03-25,2004-01-09,4.7,6.3
660,Digital Eclipse,Compilation,Atari: 80 Classic Games in One,PC,Atari SA,2003-11-11,2004-01-08,6.6,6.9
661,Pivotal Games,"Shooter, Tactical, Third-Person, Action",Conflict: Desert Storm II - Back to Baghdad,"GameCube,PC,PlayStation 2,Xbox","SCi, Gotham Games, Sold Out Software, Capcom, Square Enix",2003-10-07,2004-01-07,6.3,7.6
662,Arxel Tribe,"Adventure, 3D, First-Person",Ring II: Twilight of Gods,PC,"Mindscape Inc., Global Star Software",2003-09-16,2004-01-07,2.5,3.4
663,Sonic Team,"Platformer, Action, 3D",Sonic Heroes,"GameCube,PC,PlayStation 2,Xbox","Sega, Sold Out Software, SCEA",2004-01-05,2004-01-06,7.5,7.5
664,Small Rockets,"Adventure, Action",Sinbad: Legend of the Seven Seas,PC,Atari SA,2003-10-31,2004-01-06,5.7,6.6
665,"Visual Impact, Cybiko, THQ, Climax Group","Simulation, Driving/Racing",MotoGP,"Game Boy Advance,Mobile,N-Gage,Xbox","MTO, THQ, Nokia",2000-10-31,2004-01-06,2.7,7.3
666,"Volition Inc., Monkeystone","Shooter, 3D, Action, First-Person",Red Faction,"Macintosh,N-Gage,PC,PlayStation 2,PlayStation 4","THQ, SCEA, Nordic Games Publishing",2001-05-22,2004-01-05,3.4,8.2
667,"Blue Heat Games, THQ","Baseball, Simulation, Sports, Team-Based",MLB Slam!,"Mobile,N-Gage","THQ, Nokia",2003-08-04,2004-01-05,1.7,3.7
668,Micro Application,"3D, Third-Person, Adventure",Journey to the Center of the Earth (2003),PC,"GMX Media, Peter Games, Viva Media, LLC, Frogwares",2003-10-27,2004-01-05,6.1,6.1
669,Artifact Entertainment,"MMO, Role-Playing",Horizons: Empire of Istaria,PC,Atari SA,2003-12-08,2004-01-05,6.7,6.4
