,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
49,ChunSoft,"Roguelike, Role-Playing",Pokemon Mystery Dungeon: Red/Blue Rescue Team,"DS,Game Boy Advance",Nintendo,2006-09-18,2006-09-20,5.4,8
50,"TOSE, Square Enix","Action, Adventure",Dragon Quest Heroes: Rocket Slime,DS,Square Enix,2006-09-19,2006-09-20,7.8,8.4
51,Gusto Games,"Golf, Simulation, Sports",ProStroke Golf - World Tour 2007,"PC,PlayStation 2,PSP,Xbox",Oxygen Interactive,2006-08-29,2006-09-19,5,6.4
52,Gusto Games,"Golf, Simulation, Sports",ProStroke Golf - World Tour 2007,"PC,PlayStation 2,PSP,Xbox",Oxygen Interactive,2006-08-29,2006-09-19,5,6.4
53,"Headgate, Page 44 Studios, EA Redwood Shores, Electronic Arts","Adventure, Action",The Godfather,"PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox,Xbox 360",Electronic Arts,2006-03-21,2006-09-19,6,8.4
54,"Capcom, Clover Studio, HexaDrive, Ready at Dawn","Action, Adventure",Okami,"PC,PlayStation 2,PlayStation 3,PlayStation 4,Wii,Xbox One",Capcom,2006-09-19,2006-09-18,9,9.2
55,"Headgate, Page 44 Studios, EA Redwood Shores, Electronic Arts","Adventure, Action",The Godfather,"PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox,Xbox 360",Electronic Arts,2006-03-21,2006-09-18,7.9,8.4
56,Synetic,"Driving/Racing, Simulation",World Racing 2,"PC,PlayStation 2,Xbox","TDK Mediactive, ak tronic, Playlogic, Synetic, Evolved Games",2006-01-27,2006-09-18,4.4,6.4
57,"Taito Corporation, Office Create",Simulation,Cooking Mama,"DS,iOS (iPhone/iPad)","Square Enix, 505 Games, Taito Corporation, Fujitsu, Majesco Games",2006-09-12,2006-09-18,6.9,7.5
58,Deck 13,Adventure,Ankh,"Macintosh,PC","Runesoft, bhv Software, Xider Games, Deck 13",2006-08-31,2006-09-18,7.3,7.4
59,SNK Playmore,"3D, Fighting, Action",The King of Fighters 2006,PlayStation 2,"SNK Playmore, Ignition Entertainment",2006-09-19,2006-09-15,7.3,8.3
60,Hudson,"Puzzle, Action",Bomberman (2006),PSP,"Konami, Hudson",2006-09-12,2006-09-15,7.5,7.8
61,Terminal Reality,"Driving/Racing, Arcade",Spy Hunter: Nowhere to Run,"PlayStation 2,Xbox",Midway,2006-09-05,2006-09-15,5.5,6.5
62,Terminal Reality,"Arcade, Driving/Racing",Spy Hunter: Nowhere to Run,"PlayStation 2,Xbox",Midway,2006-09-05,2006-09-15,5.5,6.5
63,EA Sports,"Team-Based, Hockey, Simulation, Sports",NHL 07,"PC,PlayStation 2,PSP,Xbox,Xbox 360",EA Sports,2006-09-12,2006-09-15,7.1,8.1
64,EA Sports,"Sports, Team-Based, Hockey, Simulation",NHL 07,"PC,PlayStation 2,PSP,Xbox,Xbox 360",EA Sports,2006-09-12,2006-09-15,7.1,8.1
65,EA Sports,"Team-Based, Hockey, Simulation, Sports",NHL 07,"PC,PlayStation 2,PSP,Xbox,Xbox 360",EA Sports,2006-09-12,2006-09-15,7.1,8.1
66,EA Sports,"Sports, Team-Based, Hockey, Simulation",NHL 07,"PC,PlayStation 2,PSP,Xbox,Xbox 360",EA Sports,2006-09-12,2006-09-15,7.2,8.1
67,"Amaze Entertainment, Traveller's Tales, Robosoft Technologies","Action, Adventure",Lego Star Wars II: The Original Trilogy,"DS,Game Boy Advance,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox,Xbox 360","LucasArts, Electronic Arts, Feral Interactive, THQ Wireless, Activision",2006-09-12,2006-09-15,7.3,8.3
68,"Amaze Entertainment, Traveller's Tales, Robosoft Technologies","Adventure, Action",Lego Star Wars II: The Original Trilogy,"DS,Game Boy Advance,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox,Xbox 360","LucasArts, Electronic Arts, Feral Interactive, THQ Wireless, Activision",2006-09-12,2006-09-15,7.3,8.3
69,EA Sports,"Simulation, Sports, Team-Based, Hockey",NHL 07,"PC,PlayStation 2,PSP,Xbox,Xbox 360",EA Sports,2006-09-12,2006-09-14,8.2,8.1
70,Xpec,"3D, Action, Shooter, Third-Person",Bounty Hounds Online,PSP,"Namco, Bandai Namco Games, Namco Bandai Games",2006-09-13,2006-09-13,6.9,7.5
71,Enlight Software,"Action, Adventure",American McGee Presents Bad Day LA,PC,"Atari SA, Aspyr, Enlight Software",2006-09-06,2006-09-13,3,4.6
72,"Konami, Hamster, Tomy Corporation, GCE, Konami Mobile & Online, Inc., Digital Eclipse","Action, 2D, Shoot-'Em-Up",Scramble,"Arcade Games,PlayStation 2,PlayStation 4,Tomy Tutor,Vectrex,Windows Mobile,Xbox 360","Leijac, Stern, Hamster, Tomy Corporation, Milton Bradley, GCE, Bandai, Konami Mobile & Online, Inc., Konami",1981-03-16,2006-09-13,6.4,6.3
73,Kush Games,"Hockey, Simulation, Sports, Team-Based",NHL 2K7,"PlayStation 2,PlayStation 3,Xbox,Xbox 360","2K Sports, Take-Two Interactive",2006-09-12,2006-09-12,8.3,7.9
74,Kush Games,"Simulation, Sports, Team-Based, Hockey",NHL 2K7,"PlayStation 2,PlayStation 3,Xbox,Xbox 360","2K Sports, Take-Two Interactive",2006-09-12,2006-09-12,7.9,7.9
75,DreamCatcher Interactive,"Military, Modern",First Battalion,PC,"Strategy, Real-Time",2006-08-21,2006-09-12,6,7
76,Square Enix,"Basketball, Sports, Team-Based, Arcade",Mario Hoops: 3 on 3,DS,Nintendo,2006-09-11,2006-09-12,7.1,7.9
77,Inti,"Action, 2D, Platformer",Mega Man ZX,DS,Capcom,2006-09-12,2006-09-11,7.7,8.5
78,"EA Tiburon, Exient Entertainment","Simulation, Driving/Racing",NASCAR (2006),"PlayStation 2,PSP,Xbox","EA Sports, EA Games",2006-09-06,2006-09-11,7.5,7.7
79,Relic,"Real-Time, Strategy",Company of Heroes,PC,"THQ, Russel, ak tronic, Sega",2006-09-13,2006-09-11,9,9.2
80,"Amaze Entertainment, Traveller's Tales, Robosoft Technologies","Action, Adventure",Lego Star Wars II: The Original Trilogy,"DS,Game Boy Advance,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox,Xbox 360","LucasArts, Electronic Arts, Feral Interactive, THQ Wireless, Activision",2006-09-12,2006-09-08,7.7,8.3
81,"Amaze Entertainment, Traveller's Tales, Robosoft Technologies","Adventure, Action",Lego Star Wars II: The Original Trilogy,"DS,Game Boy Advance,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox,Xbox 360","LucasArts, Electronic Arts, Feral Interactive, THQ Wireless, Activision",2006-09-12,2006-09-08,7.7,8.3
82,"Amaze Entertainment, Traveller's Tales, Robosoft Technologies","Adventure, Action",Lego Star Wars II: The Original Trilogy,"DS,Game Boy Advance,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox,Xbox 360","Electronic Arts, LucasArts, Feral Interactive, THQ Wireless, Activision",2006-09-12,2006-09-08,7.7,8.3
83,"Amaze Entertainment, Traveller's Tales, Robosoft Technologies","Action, Adventure",Lego Star Wars II: The Original Trilogy,"DS,Game Boy Advance,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox,Xbox 360","LucasArts, Electronic Arts, Feral Interactive, THQ Wireless, Activision",2006-09-12,2006-09-08,7.7,8.3
84,"Amaze Entertainment, Traveller's Tales, Robosoft Technologies","Action, Adventure",Lego Star Wars II: The Original Trilogy,"DS,Game Boy Advance,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox,Xbox 360","LucasArts, Electronic Arts, Feral Interactive, THQ Wireless, Activision",2006-09-12,2006-09-08,7.7,8.3
85,"Amaze Entertainment, Traveller's Tales, Robosoft Technologies","Action, Adventure",Lego Star Wars II: The Original Trilogy,"DS,Game Boy Advance,GameCube,Macintosh,Mobile,PC,PlayStation 2,PSP,Xbox,Xbox 360","LucasArts, Electronic Arts, Feral Interactive, THQ Wireless, Activision",2006-09-12,2006-09-08,7.7,8.3
86,Arc System Works,"Fighting, Action, 2D",Guilty Gear Judgment,PSP,"Majesco Games, Arc System Works",2006-09-05,2006-09-08,7.5,8.1
87,Broadsword Interactive,Music/Rhythm,Dance Factory,PlayStation 2,Codemasters,2006-08-29,2006-09-08,4.3,5.9
88,"Eden Studios, Melbourne House","Simulation, Driving/Racing",Test Drive Unlimited,"PC,PlayStation 2,PSP,Xbox 360","Atari SA, ak tronic, Microsoft Game Studios",2006-09-05,2006-09-07,7.8,8.3
89,"EA Tiburon, Exient Entertainment","Driving/Racing, Simulation",NASCAR (2006),"PlayStation 2,PSP,Xbox","EA Sports, EA Games",2006-09-06,2006-09-07,7,7.7
90,"EA Tiburon, Exient Entertainment","Driving/Racing, Simulation",NASCAR (2006),"PlayStation 2,PSP,Xbox","EA Sports, EA Games",2006-09-06,2006-09-07,7,7.7
91,Tri Synergy,"Management, Strategy",Big Oil: Build an Oil Empire,PC,Tri Synergy,2006-07-31,2006-09-07,3,4.8
92,,,Xbox Live Arcade Unplugged Volume 1,Xbox 360,,2006-09-05,2006-09-07,7.3,7.1
93,"TT Games, Traveller's Tales","Platformer, Action, 3D",Super Monkey Ball Adventure,"GameCube,PlayStation 2,PSP",Sega,2006-08-01,2006-09-05,5.9,6
94,"SCE Japan Studio, Sony Interactive Entertainment","Platformer, 2D, Action",LocoRoco,"Mobile,PlayStation 4,PSP","SCEA, Sony Interactive Entertainment, SCEE, SCEI, SCE Korea",2006-09-05,2006-09-05,7.7,8.4
95,Nippon Ichi Software,"Turn-Based, Strategy",Disgaea 2: Dark Hero Days,"Linux,Macintosh,PC,PlayStation 2,PSP","NIS America, Nippon Ichi Software, Koei, SCEA, NIS Europe",2006-08-29,2006-09-05,8.2,9
96,K-D Lab,"Strategy, Real-Time",Perimeter: Emperor's Testament,PC,"1C, Paradox Interactive",2006-09-04,2006-09-05,7.3,7
97,"Amusement Vision, Ryu ga Gotoku Studios","Adventure, Action",Yakuza,"PlayStation 2,PlayStation 3,PlayStation 4","Sega, Deep Silver",2006-09-05,2006-09-04,7.4,8.2
98,Hudson,"Puzzle, Action",Bomberman: Act Zero,Xbox 360,"Hudson, Konami",2006-08-29,2006-09-01,2.9,3
99,Ganbarion,"3D, Action, Fighting",One Piece: Grand Adventure,"GameCube,PlayStation 2","Namco Bandai Games, Bandai, Atari SA",2006-08-29,2006-09-01,5.6,8.1
100,Ganbarion,"3D, Action, Fighting",One Piece: Grand Adventure,"GameCube,PlayStation 2","Namco Bandai Games, Atari SA, Bandai",2006-08-29,2006-09-01,5.6,8.1
101,Smart Bomb Interactive,"Arcade, Driving/Racing",Pac-Man World Rally,"GameCube,PC,PlayStation 2,PSP","Namco Bandai Games, EA Games",2006-08-22,2006-09-01,4.8,6.8
102,Smart Bomb Interactive,"Arcade, Driving/Racing",Pac-Man World Rally,"GameCube,PC,PlayStation 2,PSP","Namco Bandai Games, EA Games",2006-08-22,2006-09-01,5,6.8
103,Smart Bomb Interactive,"Driving/Racing, Arcade",Pac-Man World Rally,"GameCube,PC,PlayStation 2,PSP","Namco Bandai Games, EA Games",2006-08-22,2006-09-01,5,6.8
104,Beluga Computer,"Flight, Simulation",Freedom Wings,DS,"Natsume, Zoo Digital Publishing, Taito Corporation",2006-08-21,2006-09-01,6.3,7.5
105,From Software,Role-Playing,Enchanted Arms,"PlayStation 3,Xbox 360","Ubisoft, From Software",2006-08-29,2006-08-31,7.1,7.5
106,Synetic,"Simulation, Driving/Racing",World Racing 2,"PC,PlayStation 2,Xbox","TDK Mediactive, ak tronic, Playlogic, Synetic, Evolved Games",2006-01-27,2006-08-31,4.1,6.4
107,Monolith Soft,Role-Playing,Xenosaga Episode III: Also sprach Zarathustra,PlayStation 2,"Namco Bandai Games, Namco",2006-08-29,2006-08-30,8,9
108,"Genuine Games, High Voltage Software","Action, Adventure",50 Cent: Bulletproof,"PlayStation 2,PSP,Xbox","VU Games, Vivendi Games",2005-11-17,2006-08-30,5.1,5.8
109,"Konami, Hamster, Konami Mobile & Online, Inc., Digital Eclipse","Action, Fixed-Screen, Shooter, 2D",Time Pilot,"Arcade Games,Atari 2600,Colecovision,Commodore 64,MSX,PlayStation 2,Windows Mobile,Xbox 360","Centuri, Konami, Coleco, Kingsoft, Hamster, Konami Mobile & Online, Inc.",1982-12-01,2006-08-30,7,7.3
110,"Exient Entertainment, EA Tiburon, EA Sports, EA Canada","Football (American), Simulation, Sports, Team-Based",Madden NFL 07,"DS,Game Boy Advance,GameCube,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox,Xbox 360",EA Sports,2006-08-22,2006-08-30,6.5,8
111,Volition Inc.,"Action, Adventure",Saints Row,"Mobile,Xbox 360","THQ Wireless, THQ",2006-08-29,2006-08-29,8.3,8.6
112,TOSE,"Platformer, Action, 2D",Ultimate Ghosts 'n Goblins,PSP,Capcom,2006-08-29,2006-08-29,6.7,7.8
113,Kerberos Productions,Strategy,Sword of the Stars,PC,"Lighthouse Interactive, Paradox Interactive, Avanquest Software, Enlight Software",2006-08-17,2006-08-29,7.4,7.6
114,Aki Corp.,"3D, Action, Fighting",Def Jam: Fight for NY,"GameCube,PlayStation 2,PSP,Xbox","EA Games, Electronic Arts",2004-09-20,2006-08-29,8,8.9
115,Q Games,"Third-Person, 3D, Action, Shooter",Star Fox Command,DS,Nintendo,2006-08-28,2006-08-25,7.5,7.9
116,"Exient Entertainment, EA Tiburon, EA Sports, EA Canada","Sports, Team-Based, Football (American), Simulation",Madden NFL 07,"DS,Game Boy Advance,GameCube,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox,Xbox 360",EA Sports,2006-08-22,2006-08-25,7.6,8
117,"Exient Entertainment, EA Tiburon, EA Sports, EA Canada","Simulation, Sports, Team-Based, Football (American)",Madden NFL 07,"DS,Game Boy Advance,GameCube,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox,Xbox 360",EA Sports,2006-08-22,2006-08-25,7.7,8
118,"Exient Entertainment, EA Tiburon, EA Sports, EA Canada","Team-Based, Football (American), Simulation, Sports",Madden NFL 07,"DS,Game Boy Advance,GameCube,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox,Xbox 360",EA Sports,2006-08-22,2006-08-25,7.8,8
119,From Software,"Action, Adventure",Tenchu: Dark Secret,DS,"Nintendo, From Software",2006-08-21,2006-08-25,4.3,5.7
120,Yuke's,"Simulation, Driving/Racing",D1 Professional Drift Grand Prix Series,PlayStation 2,Yuke's,2006-08-15,2006-08-25,4.3,7.6
121,Shadow Tor Studios,Adventure,Barrow Hill: Curse of the Ancient Circle,PC,"Iceberg Interactive, Got Game Entertainment",2006-08-25,2006-08-24,2.6,5.9
122,"Tik Games, LLC",Gambling,Texas Hold 'Em,Xbox 360,"Tik Games, LLC, Gearbox Software",2006-08-23,2006-08-23,6.1,6.9
123,"Firehazard Studio, Kheops Studio",Adventure,Safecracker: The Ultimate Puzzle Adventure,"DS,PC,Wii","Tradewest, Dreamcatcher, JoWooD Entertainment AG, The Adventure Company",2006-08-02,2006-08-23,6.5,7.5
124,"Exient Entertainment, EA Tiburon, EA Sports, EA Canada","Sports, Team-Based, Football (American), Simulation",Madden NFL 07,"DS,Game Boy Advance,GameCube,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox,Xbox 360",EA Sports,2006-08-22,2006-08-22,7.9,8
125,"Exient Entertainment, EA Tiburon, EA Sports, EA Canada","Football (American), Simulation, Sports, Team-Based",Madden NFL 07,"DS,Game Boy Advance,GameCube,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox,Xbox 360",EA Sports,2006-08-22,2006-08-22,8.1,8
126,"Exient Entertainment, EA Tiburon, EA Sports, EA Canada","Simulation, Sports, Team-Based, Football (American)",Madden NFL 07,"DS,Game Boy Advance,GameCube,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox,Xbox 360",EA Sports,2006-08-22,2006-08-22,8.1,8
127,"Exient Entertainment, EA Tiburon, EA Sports, EA Canada","Sports, Team-Based, Football (American), Simulation",Madden NFL 07,"DS,Game Boy Advance,GameCube,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox,Xbox 360",EA Sports,2006-08-22,2006-08-22,8.1,8
128,"Namco, Bits Studios",Gambling,Payout Poker & Casino,"PC,PSP,Xbox","Namco, 505 Game Street, Namco Bandai Games",2005-10-01,2006-08-22,6.1,6.9
129,"Overloaded, Playlogic","2D, Action, Shoot-'Em-Up",Xyanide,"Mobile,Xbox","Overloaded, Playlogic",2006-08-15,2006-08-18,7.2,7.2
130,WideScreen Games,"Adventure, Survival, 3D, Action",Pirates: Legend of the Black Buccaneer,"PC,PlayStation 2,Xbox","Atari SA, 10tacle Studios, SCEA, Valcon Games",2006-08-15,2006-08-18,3.9,5.6
131,Interactive Brains,"Action, Role-Playing",Deep Labyrinth,"DS,Mobile","ATLUS, 505 Game Street, Interactive Brains",2006-08-15,2006-08-17,6.3,6.8
132,Eugen Systems,"Real-Time, Strategy",Act of War: Direct Action,PC,"Atari SA, GamersGate, Sold Out Software, Mastertronic",2005-03-15,2006-08-16,8,8.6
133,Square Enix,"Adventure, Action",Dirge of Cerberus: Final Fantasy VII,PlayStation 2,Square Enix,2006-08-15,2006-08-15,6,7.7
134,"Ascaron Entertainment GmbH, Gaming Minds Studios",Simulation,DarkStar One,"PC,Xbox 360","Strategy First, cdv Software, Ubisoft, Kalypso",2006-08-14,2006-08-14,8.1,8
135,"Phantagram, Q Entertainment","Beat-'Em-Up, Action, 2D",Ninety-Nine Nights,Xbox 360,Microsoft Game Studios,2006-08-15,2006-08-11,5.9,7.2
136,Bugbear,"Arcade, Driving/Racing",FlatOut 2,"Macintosh,PC,PlayStation 2,Xbox","Virtual Programming, Vivendi Games, ak tronic, Empire Interactive, Strategy First, Konami",2006-08-01,2006-08-11,7.4,8.4
