,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
505,"Codemasters, Sumo Digital","Simulation, Driving/Racing",TOCA Race Driver 3 Challenge,"Macintosh,PC,PlayStation 2,PSP,Xbox","Feral Interactive, Codemasters, Mastertronic, Interchannel-Holon",2006-02-22,2006-02-24,8.5,8.5
506,"Codemasters, Sumo Digital","Simulation, Driving/Racing",TOCA Race Driver 3 Challenge,"Macintosh,PC,PlayStation 2,PSP,Xbox","Feral Interactive, Codemasters, Mastertronic, Interchannel-Holon",2006-02-22,2006-02-24,8.5,8.5
507,DC Studios,"3D, Action, Shooter, Third-Person",State of Emergency 2,PlayStation 2,"SouthPeak Games, Spike",2006-02-14,2006-02-23,5.2,5.7
508,EA Chicago,"Boxing, Sports",Fight Night Round 3,"PlayStation 2,PlayStation 3,PSP,Xbox,Xbox 360","EA Sports, Electronic Arts",2006-02-20,2006-02-23,6.9,8.6
509,Criterion Games,"First-Person, Shooter, 3D, Action",Black,"PlayStation 2,Xbox","EA Games, Electronic Arts",2006-02-28,2006-02-23,7.4,8.3
510,Criterion Games,"3D, Action, First-Person, Shooter",Black,"PlayStation 2,Xbox","EA Games, Electronic Arts",2006-02-28,2006-02-23,7.4,8.3
511,EA Chicago,"Sports, Boxing",Fight Night Round 3,"PlayStation 2,PlayStation 3,PSP,Xbox,Xbox 360","EA Sports, Electronic Arts",2006-02-20,2006-02-21,8.3,8.6
512,EA Chicago,"Boxing, Sports",Fight Night Round 3,"PlayStation 2,PlayStation 3,PSP,Xbox,Xbox 360","EA Sports, Electronic Arts",2006-02-20,2006-02-21,8.2,8.6
513,EA Chicago,"Sports, Boxing",Fight Night Round 3,"PlayStation 2,PlayStation 3,PSP,Xbox,Xbox 360","EA Sports, Electronic Arts",2006-02-20,2006-02-21,8.2,8.6
514,SimBin,"Driving/Racing, Simulation",GT Legends,PC,"Libredia, Viva Media, LLC, Atari SA, SimBin",2006-01-23,2006-02-17,8.5,8.6
515,Racjin,"Sports, Snowboarding/Skiing",SBK: Snowboard Kids,DS,"ATLUS, Rising Star Games",2005-11-22,2006-02-17,6.7,7.7
516,Petroglyph,"Real-Time, Strategy",Star Wars: Empire at War,"Macintosh,PC","Aspyr, LucasArts, Activision",2006-02-15,2006-02-16,8.7,8.6
517,"Red Storm Entertainment, Ubisoft Montreal, Gameloft","Tactical, Action, First-Person, Shooter",Tom Clancy's Rainbow Six: Lockdown,"GameCube,Mobile,PC,PlayStation 2,Xbox","Ubisoft, Gameloft, Focus Multimedia",2005-06-09,2006-02-16,8,7.5
518,Pseudo Interactive,Simulation,Full Auto,Xbox 360,Sega,2006-02-14,2006-02-15,6.5,7.3
519,"Nightlight Studios, Machineworks Northwest, WXP, Activision Value","Tactical, Action, First-Person, Shooter",Greg Hastings' Tournament Paintball Max'd,"DS,Game Boy Advance,PlayStation 2,Xbox","Activision, Activision Value",2005-10-18,2006-02-15,4.7,7.5
520,Game Arts,Role-Playing,Grandia III,"PlayStation 2,PlayStation 4","SCEA, Square Enix, Game Arts",2006-02-14,2006-02-15,7.6,8.4
521,Taito Corporation,Puzzle,Exit (2008),"PC,PSP,Xbox 360","Unbalance, Ubisoft, Taito Corporation",2006-02-14,2006-02-14,8,7.8
522,"Glu Mobile, Double Helix Games, The Collective","Action, Adventure",Marc Ecko's Getting Up: Contents Under Pressure,"Mobile,PC,PlayStation 2,Xbox","Glu Mobile, Atari SA, Devolver Digital, Mastertronic, Atari",2005-09-01,2006-02-14,8.7,8.3
523,"Glu Mobile, Double Helix Games, The Collective","Action, Adventure",Marc Ecko's Getting Up: Contents Under Pressure,"Mobile,PC,PlayStation 2,Xbox","Glu Mobile, Atari SA, Devolver Digital, Mastertronic, Atari",2005-09-01,2006-02-14,8.7,8.3
524,"Glu Mobile, Double Helix Games, The Collective","Action, Adventure",Marc Ecko's Getting Up: Contents Under Pressure,"Mobile,PC,PlayStation 2,Xbox","Glu Mobile, Atari SA, Devolver Digital, Mastertronic, Atari",2005-09-01,2006-02-14,8.4,8.3
525,Cavia Inc.,"Role-Playing, Action",Drakengard 2,PlayStation 2,"Ubisoft, Square Enix",2006-02-14,2006-02-14,7,8.2
526,EA Canada,"Sports, Team-Based",Rugby 06,"PC,PlayStation 2,Xbox",Electronic Arts,2006-02-14,2006-02-14,7.6,8.1
527,EA Canada,"Sports, Team-Based",Rugby 06,"PC,PlayStation 2,Xbox",Electronic Arts,2006-02-14,2006-02-14,7.6,8.1
528,"Torus Games, Monkey Bar Games","Action, Adventure",Curious George,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox","Namco, EA Games",2006-02-01,2006-02-14,6.6,6.1
529,Various,Compilation,Command & Conquer: The First Decade,PC,"Electronic Arts, EA Games",2006-02-07,2006-02-13,7.6,8.8
530,Backbone Entertainment,"Turn-Based, Strategy",Age of Empires: The Age of Kings,DS,Majesco Games,2006-02-14,2006-02-13,8.2,8.2
531,"KCET, Konami","Sports, Team-Based, Simulation, Soccer",World Soccer Winning Eleven 9,"PC,PlayStation 2,PSP,Xbox",Konami,2006-02-07,2006-02-10,8.8,8.9
532,"Nightlight Studios, WXP, Machineworks Northwest, Activision Value","Tactical, Action, First-Person, Shooter",Greg Hastings' Tournament Paintball Max'd,"DS,Game Boy Advance,PlayStation 2,Xbox","Activision, Activision Value",2005-10-18,2006-02-10,2.2,7.5
533,"Torus Games, Monkey Bar Games","Adventure, Action",Curious George,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox","Namco, EA Games",2006-02-01,2006-02-10,6,6.1
534,"Torus Games, Monkey Bar Games","Adventure, Action",Curious George,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox","Namco, EA Games",2006-02-01,2006-02-10,6,6.1
535,"Torus Games, Monkey Bar Games","Action, Adventure",Curious George,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox","Namco, EA Games",2006-02-01,2006-02-10,6,6.1
536,"Torus Games, Monkey Bar Games","Adventure, Action",Curious George,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox","Namco, EA Games",2006-02-01,2006-02-10,6,6.1
537,Brainbox Games,"Action, First-Person, Shooter, 3D",Land of the Dead: Road to Fiddler's Green,"PC,Xbox",Groove Games,2005-10-20,2006-02-10,2.1,5.4
538,"KCET, Konami","Soccer, Sports, Team-Based, Simulation",World Soccer Winning Eleven 9,"PC,PlayStation 2,PSP,Xbox",Konami,2006-02-07,2006-02-09,9.1,8.9
539,"KCET, Konami","Soccer, Sports, Team-Based, Simulation",World Soccer Winning Eleven 9,"PC,PlayStation 2,PSP,Xbox",Konami,2006-02-07,2006-02-09,9.1,8.9
540,EA Tiburon,"Sports, Team-Based, Arcade, Football (American)",Arena Football (2006),"PlayStation 2,Xbox",EA Sports,2006-02-07,2006-02-09,6.9,7.5
541,"Casady & Greene, Inc., Data East, Hands-On Mobile, Stainless Games","Action, Fixed-Screen, Shooter, 2D",Crystal Quest,"Amiga,Apple II,Game Boy,iOS (iPhone/iPad),Macintosh,PC,Xbox 360","Casady & Greene, Inc., Data East, Hands-On Mobile, MacSoft, Stainless Games, Microsoft Game Studios",1905-06-11,2006-02-08,6.2,6.6
542,EA Tiburon,"Arcade, Football (American), Sports, Team-Based",Arena Football (2006),"PlayStation 2,Xbox",EA Sports,2006-02-07,2006-02-07,6.9,7.5
543,Sylum Entertainment,"Team-Based, First-Person, 3D, Shooter, Action",WWII Tank Commander,PC,"PAN Vision AB, ak tronic, Sylum Entertainment, Merscom LLC, Drive, Inc.",2006-02-14,2006-02-07,5.2,5.8
544,Namco,"Role-Playing, Action",Tales of Legendia,PlayStation 2,"Namco Bandai Games, SCEI, Namco",2006-02-07,2006-02-06,8,8.3
545,Sonic Team,Party/Minigame,The Rub Rabbits!,DS,Sega,2006-02-13,2006-02-06,6.2,7.5
546,Skip Ltd.,"Action, Adventure",Chibi-Robo: Park Patrol,DS,Nintendo,2007-10-02,2006-02-06,7.1,7.9
547,"Capcom, NexTech","3D, Action, Adventure, Survival",Resident Evil,"DS,PC,PlayStation,Saturn","Capcom, Nintendo, Virgin Interactive, PCHome, NEC, Media Kite, Tec Toy",1996-03-30,2006-02-06,7.9,8.7
548,"Capcom, Crawfish Interactive","Fighting, 2D, Action",Street Fighter Alpha 3,"Arcade Games,Dreamcast,Game Boy Advance,PlayStation,PSP,Saturn","Capcom, Virgin Interactive, THQ",1905-06-20,2006-02-06,8.2,8.6
549,"THQ Wireless, Rainbow Studios","Simulation, Driving/Racing",MX vs. ATV Unleashed,"Mobile,PC,PlayStation 2,PlayStation 4,PSP,Xbox","THQ Wireless, Nordic Games Publishing, THQ, THQ Nordic",2005-03-16,2006-02-03,7.7,8.2
550,Direct Action Games,"Shooter, 3D, Action, First-Person",World War II Combat: Road to Berlin,"PC,Xbox",Groove Games,2006-01-24,2006-02-03,2,3.9
551,IR Gurus,"Simulation, Flight",Heroes of the Pacific,"PC,PlayStation 2,Xbox","Sold Out Software, Codemasters, Ubisoft",2005-09-28,2006-02-02,7,7.9
552,NanaOn-Sha,Strategy,Tamagotchi Connection: Corner Shop,DS,"Bandai, Atari SA",2006-01-31,2006-02-01,6.4,6.8
553,Eutechnyx,"Driving/Racing, Simulation",Ford vs. Chevy,"PlayStation 2,Xbox",Global Star Software,2005-11-09,2006-02-01,5,6
554,Eutechnyx,"Simulation, Driving/Racing",Ford vs. Chevy,"PlayStation 2,Xbox",Global Star Software,2005-11-09,2006-02-01,5,6
555,AWE Games,"3D, Adventure, Third-Person",Agatha Christie: And Then There Were None,"PC,Wii",The Adventure Company,2005-10-30,2006-01-31,6.4,7.1
556,Empire Oxford,Compilation,Taito Legends,"PC,PlayStation 2,Xbox","Sega, Taito Corporation, Empire Interactive",2005-10-25,2006-01-31,7.1,7.4
557,Capcom,"Action, 2D, Platformer",Mega Man Maverick Hunter X,PSP,Capcom,2006-01-31,2006-01-30,8.1,8.7
558,Ideaworks3D,Simulation,The Sims 2 Mobile,Mobile,Electronic Arts,2005-10-01,2006-01-30,6,6.4
559,"Climax Group, PlayFirst, Other Ocean Interactive, GameLab, Glu Mobile, Hudson","Puzzle, Action",Diner Dash,"DS,iOS (iPhone/iPad),Macintosh,Mobile,PC,PlayStation 3,PSP,Wii,Xbox 360","Eidos Interactive, PlayFirst, Glu Mobile, Big Fish Games, Hudson",2003-12-03,2006-01-30,8,7.4
560,Game Freak,"Action, 2D, Platformer",Drill Dozer,Game Boy Advance,Nintendo,2006-02-06,2006-01-27,8.2,8.3
561,Frogwares,"Third-Person, Adventure, 3D",80 Days (2005),PC,"Focus Home Interactive, Matrix Games, Peter Games",2005-12-12,2006-01-27,5.1,6.2
562,GarageGames,"3D, Platformer, Action",Marble Blast Ultra,Xbox 360,GarageGames,2006-01-23,2006-01-27,6.8,7.9
563,"I-Play, 49Games",Sports,Torino 2006 - The Official Video Game of the XX Olympic Winter Games,"Mobile,PC,PlayStation 2,Xbox","I-Play, 2K Sports",2006-01-24,2006-01-26,3.9,5.5
564,"I-Play, 49Games",Sports,Torino 2006 - The Official Video Game of the XX Olympic Winter Games,"Mobile,PC,PlayStation 2,Xbox","I-Play, 2K Sports",2006-01-24,2006-01-26,3.9,5.5
565,"I-Play, 49Games",Sports,Torino 2006 - The Official Video Game of the XX Olympic Winter Games,"Mobile,PC,PlayStation 2,Xbox","I-Play, 2K Sports",2006-01-24,2006-01-26,3.9,5.5
566,"Yuki, SNK Playmore","Action, 2D, Fighting",Samurai Shodown V,"Arcade Games,NeoGeo,PlayStation 2,Xbox","SNK Playmore, Ignition Entertainment",2003-12-11,2006-01-25,6.9,7.5
567,Silver Creek Entertainment,Trivia/Board Game,Hardwood Spades,"iOS (iPhone/iPad),Xbox 360","Silver Creek Entertainment, Microsoft Game Studios",2005-12-08,2006-01-25,6.2,6.5
568,Silver Creek Entertainment,Trivia/Board Game,Hardwood Hearts,"iOS (iPhone/iPad),Xbox 360","Silver Creek Entertainment, Microsoft Game Studios",2005-12-08,2006-01-25,6.1,6.5
569,"Sourcenext, Capcom","Action, Adventure",Devil May Cry 3: Special Edition,"PC,PlayStation 2","Capcom, Sourcenext, Ubisoft, Mastertronic, Valve Software, Sold Out Software",2006-01-24,2006-01-24,8.2,8.9
570,ChessBase,Trivia/Board Game,Fritz 9: Play Chess,PC,"Viva Media, LLC",2005-12-15,2006-01-24,6.9,7.7
571,Warthog,"Platformer, 3D, Action",Animaniacs: The Great Edgar Hunt,"GameCube,Xbox",Ignition Entertainment,2005-08-29,2006-01-24,7.1,7
572,"Climax Group, Blue Tongue Entertainment, THQ","Platformer, 3D, Action",Nicktoons Unite!,"DS,Game Boy Advance,GameCube,PlayStation 2",THQ,2005-10-26,2006-01-24,5.6,6.6
573,EA Canada,"Simulation, Sports, Team-Based, Baseball",MVP 06 NCAA Baseball,"PlayStation 2,Xbox",EA Sports,2006-01-18,2006-01-23,8,8.5
574,EA Canada,"Team-Based, Baseball, Simulation, Sports",MVP 06 NCAA Baseball,"PlayStation 2,Xbox",EA Sports,2006-01-18,2006-01-23,8,8.5
575,Mobliss,"Fighting, 2D, Action",Brady Bunch Kung Fu,Mobile,Mobliss,2005-12-08,2006-01-23,7.2,
576,I-Play,"2D, Action, Fighting",The King of Fighters M2,Mobile,I-Play,2005-06-01,2006-01-23,3.3,5.5
577,THQ Wireless,"Action, Fighting, Wrestling",WWE SmackDown!,Mobile,THQ Wireless,2005-02-01,2006-01-23,6.1,6
578,"EA Canada, Ideaworks3D, Black Box","Simulation, Driving/Racing",Need for Speed: Most Wanted,"DS,Game Boy Advance,GameCube,Mobile,PC,PlayStation 2,PSP,Xbox,Xbox 360","Electronic Arts, EA Games",2005-11-15,2006-01-20,6.6,8.7
579,Techland,"Action, First-Person, Shooter, 3D",Chrome SpecForce,PC,"TopWare Interactive, Meridian4, Deep Silver",2005-11-30,2006-01-20,5.2,7
580,FAKT Software,Puzzle,Crazy Machines: The Wacky Contraptions Game,"Macintosh,PC","Viva Media, LLC",2005-10-01,2006-01-20,7.7,8
581,T&E Soft,"Golf, Arcade, Sports",True Swing Golf,DS,Nintendo,2006-01-23,2006-01-20,6,7.4
582,Eighting,"3D, Action, Fighting",Zatch Bell! Mamodo Battles,"GameCube,PlayStation 2",Bandai,2005-10-19,2006-01-19,4.4,7.5
583,TOSE,Gambling,Sega Casino,DS,Sega,2005-10-01,2006-01-19,5.8,6.5
584,"Avalanche Software, Ritual Entertainment","Shooter, Third-Person, 3D, Action",25 to Life,"PC,PlayStation 2,Xbox","Eidos Interactive, Atari SA",2006-01-17,2006-01-19,5.7,5.8
585,"Avalanche Software, Ritual Entertainment","Third-Person, 3D, Action, Shooter",25 to Life,"PC,PlayStation 2,Xbox","Eidos Interactive, Atari SA",2006-01-17,2006-01-19,5.7,5.8
586,"Avalanche Software, Ritual Entertainment","Shooter, Third-Person, 3D, Action",25 to Life,"PC,PlayStation 2,Xbox","Eidos Interactive, Atari SA",2006-01-17,2006-01-19,5.6,5.8
587,G5 Software,Strategy,Cuban Missile Crisis: The Aftermath,PC,"Strategy First, 1C",2005-12-22,2006-01-18,6.9,6.9
588,SCE Japan Studio,"Platformer, Action, 3D",Ape Escape 3,"PlayStation 2,PlayStation 4","SCEA, SCEE, SCEI, SCE Korea",2006-01-17,2006-01-17,8.2,8.6
589,Shift,Party/Minigame,Ape Escape Academy,PSP,"SCEI, SCE Australia, SCEE, SCEA",2006-01-17,2006-01-17,6.1,6.9
590,"Amaze Entertainment, Traveller's Tales, UIEvolution","Adventure, Action","The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","DS,Game Boy Advance,GameCube,Mobile,PC,PlayStation 2,Xbox","Buena Vista Games, D3Publisher, Disney Interactive Studios, Disney Mobile Studios, SCEA",2005-11-14,2006-01-17,7,7.1
591,Crave,Trivia/Board Game,The Bible Game,"Game Boy Advance,PlayStation 2,Xbox",Crave,2005-10-23,2006-01-17,5.4,5.6
592,Crave,Trivia/Board Game,The Bible Game,"Game Boy Advance,PlayStation 2,Xbox",Crave,2005-10-23,2006-01-17,5.4,5.6
593,"Human Soft, Blitz Games","Platformer, 3D, Action",Pac-Man World 3,"DS,GameCube,PC,PlayStation 2,PSP,Xbox","Namco, Electronic Arts",2005-11-15,2006-01-17,6.3,7.3
594,"Konami, KCE Studios","Beat-'Em-Up, Action, 2D",Teenage Mutant Ninja Turtles 3: Mutant Nightmare,"DS,GameCube,PlayStation 2,Xbox",Konami,2005-11-01,2006-01-13,6.1,7.2
595,Silver Creek Entertainment,Trivia/Board Game,Hardwood Backgammon,"iOS (iPhone/iPad),PC,Xbox 360","Silver Creek Entertainment, Microsoft Game Studios",2005-12-08,2006-01-13,6.8,6.6
596,Rockpool Games,"Action, Fighting, Wrestling",WWE Raw (2005),Mobile,THQ Wireless,1905-06-27,2006-01-13,1.7,
597,Ubisoft,"Adventure, Action",Kong: The 8th Wonder of the World,Game Boy Advance,Ubisoft,2005-11-21,2006-01-13,6.9,7
598,"Happy Happening, Taito Corporation","Matching/Stacking, Puzzle",Bust-A-Move DS,"DS,Mobile,PSP","Taito Corporation, Majesco Games, 505 Game Street, Square Enix",2003-08-04,2006-01-12,7.3,8.1
599,"Human Soft, Blitz Games","Platformer, Action, 3D",Pac-Man World 3,"DS,GameCube,PC,PlayStation 2,PSP,Xbox","Namco, Electronic Arts",2005-11-15,2006-01-12,6.9,7.3
600,"Human Soft, Blitz Games","3D, Action, Platformer",Pac-Man World 3,"DS,GameCube,PC,PlayStation 2,PSP,Xbox","Namco, Electronic Arts",2005-11-15,2006-01-12,6.9,7.3
601,"Human Soft, Blitz Games","Action, 3D, Platformer",Pac-Man World 3,"DS,GameCube,PC,PlayStation 2,PSP,Xbox","Namco, Electronic Arts",2005-11-15,2006-01-12,6.9,7.3
602,Skyworks Technologies,"Driving/Racing, Simulation",ATV Quad Frenzy,DS,Majesco Games,2005-11-14,2006-01-12,3.6,4.6
603,Zingy Inc.,"Action, Beat-'Em-Up",G-Unit: Free Yayo,Mobile,Zingy Inc.,2005-06-28,2006-01-12,5.4,6.3
604,Now Production,Puzzle,PQ: Practical Intelligence Quotient,PSP,"Now Production, D3Publisher",2006-01-10,2006-01-11,7,7.4
605,"Visual Impact, Razorworks Studios","Simulation, Driving/Racing",Ford Racing 3,"DS,Game Boy Advance,PC,PlayStation 2,Xbox","Empire Interactive, Zoo Digital Publishing, Destination Software, Take-Two Interactive, Strategy First, 2K Games",2005-03-01,2006-01-11,4.6,6.8
606,"EA Canada, Ideaworks3D, Black Box","Driving/Racing, Simulation",Need for Speed: Most Wanted,"DS,Game Boy Advance,GameCube,Mobile,PC,PlayStation 2,PSP,Xbox,Xbox 360","Electronic Arts, EA Games",2005-11-15,2006-01-11,5.3,8.7
607,"EA Canada, Ideaworks3D, Black Box","Driving/Racing, Simulation",Need for Speed: Most Wanted,"DS,Game Boy Advance,GameCube,Mobile,PC,PlayStation 2,PSP,Xbox,Xbox 360","Electronic Arts, EA Games",2005-11-15,2006-01-11,6.2,8.7
608,"3000AD, Inc.",Simulation,Universal Combat,PC,"3000AD, Inc., DreamCatcher Interactive",2004-02-05,2006-01-11,3,4.2
609,"Gameloft, Ubisoft, TransGaming Inc., Ubisoft Montreal","Action, Adventure",Prince of Persia: The Two Thrones,"BlackBerry,GameCube,Macintosh,Mobile,PC,PlayStation 2,PlayStation 3,Xbox","Gameloft, Ubisoft, ak tronic, Mastertronic, Sold Out Software",2005-12-01,2006-01-11,7.3,8.9
610,Media Vision,Role-Playing,Wild Arms 4,PlayStation 2,"SCEI, Xseed Games, 505 Game Street",2006-01-10,2006-01-10,7.8,8.2
611,Capcom,Compilation,Mega Man X Collection,"GameCube,PlayStation 2",Capcom,2006-01-10,2006-01-10,7.2,8.7
612,Capcom,Compilation,Mega Man X Collection,"GameCube,PlayStation 2",Capcom,2006-01-10,2006-01-10,7.2,8.7
613,Rebelmind,"Action, Role-Playing",Space Hack,PC,"Excalibur Publishing Limited, 46TSM Games, Meridian4, Auran, Rebel Games, 1C",2005-11-18,2006-01-10,5.8,6.6
614,Hothouse Creations,"Action, Adventure, Open-World, 3D",Crime Life: Gang Wars,"PC,PlayStation 2,Xbox",Konami,2005-11-22,2006-01-10,2.1,5.1
615,Konami Computer Entertainment Hawaii,"3D, Action, On-Rails, Shooter",Dragon Booster,DS,Konami,2005-12-07,2006-01-09,2.9,4.8
616,"Nival Interactive, Novik & Co","Turn-Based, Strategy",Hammer & Sickle,PC,"cdv Software, Take-Two Interactive",2005-12-05,2006-01-09,3.6,6.5
617,Indies Zero,Music/Rhythm,Electroplankton,DS,Nintendo,2006-01-09,2006-01-06,7.3,8
618,Magicpot,Puzzle,Ultimate Block Party,PSP,"Conspiracy Entertainment, CyberFront, 505 Game Street",2005-12-13,2006-01-06,7.9,7.3
619,"Ubisoft Casablanca, Ubisoft Montpellier, Phoenix Games Studio","Adventure, Action",Peter Jackson's King Kong: The Official Game of the Movie,"DS,GameCube,PC,PlayStation 2,PSP,Xbox,Xbox 360",Ubisoft,2005-11-21,2006-01-06,6.2,7.7
620,Box Clever Interactive,"Strategy, Real-Time",Real Time Conflict: Shogun Empires,DS,Namco,2005-11-21,2006-01-06,3.3,5.4
621,Altar Interactive,"Turn-Based, Strategy",UFO: Aftershock,PC,"Peter Games, Cenega Publishing, 1C",2005-11-23,2006-01-06,4,7.2
622,Legacy Interactive,"3D, Adventure, First-Person",Law & Order: Criminal Intent,PC,"Mindscape Inc., Xider Games, Legacy Interactive",2005-11-15,2006-01-05,5,6.3
623,Slitherine,"Strategy, Turn-Based",Legion Arena,"Macintosh,PC","Strategy First, Focus Multimedia, Black Bean Games",2005-11-22,2006-01-05,6.9,7.2
624,MileStone Inc.,"Shoot-'Em-Up, 2D, Action",Chaos Field,"Arcade Games,Dreamcast,GameCube,PlayStation 2","MileStone Inc., Sega, O3 Entertainment",2005-12-20,2006-01-05,6.2,7.5
625,Amaze Entertainment,"Adventure, Action",Spyro: Shadow Legacy,DS,"VU Games, Sierra Entertainment",2005-10-18,2006-01-05,5.3,6.8
626,Eighting,"Fighting, Action, 3D",Zatch Bell! Mamodo Battles,"GameCube,PlayStation 2",Bandai,2005-10-19,2006-01-04,5,7.5
627,Black Lantern Studios,"Sports, Bowling",Elf Bowling 1 & 2,"DS,Game Boy Advance",Ignition Entertainment,2005-11-28,2006-01-03,1.4,4
628,Black Lantern Studios,"Bowling, Sports",Elf Bowling 1 & 2,"DS,Game Boy Advance",Ignition Entertainment,2005-11-28,2006-01-03,1.4,4
629,Team Ninja,"Action, 3D, Fighting",Dead or Alive 4,Xbox 360,Tecmo,2005-12-29,2006-01-01,8.8,8.5
630,Reflexive Entertainment,"2D, Action, Platformer",Wik & the Fable of Souls,"PC,Xbox 360",Reflexive Entertainment,2004-09-14,2005-12-19,7.5,7.2
631,"Amaze Entertainment, Traveller's Tales, UIEvolution","Adventure, Action","The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","DS,Game Boy Advance,GameCube,Mobile,PC,PlayStation 2,Xbox","Disney Interactive Studios, D3Publisher, Buena Vista Games, Disney Mobile Studios, SCEA",2005-11-14,2005-12-19,6.3,7.1
632,Ubisoft Montreal,Card Game,Battles of Prince of Persia,DS,Ubisoft,2005-12-06,2005-12-19,7.4,7.4
633,"Amaze Entertainment, Traveller's Tales, UIEvolution","Adventure, Action","The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","DS,Game Boy Advance,GameCube,Mobile,PC,PlayStation 2,Xbox","D3Publisher, Buena Vista Games, Disney Interactive Studios, Disney Mobile Studios, SCEA",2005-11-14,2005-12-19,6.2,7.1
634,"Atari, Vid Kidz, Atari Corporation, Human Engineered Software, Williams, Backbone Entertainment, Digital Eclipse","2D, Action, Fixed-Screen, Shooter",Robotron: 2084,"Apple II,Arcade Games,Atari 5200,Atari 7800,Atari 8-bit,Atari ST,BBC Micro,Commodore 64,Lynx,Mobile,PC,VIC-20,Xbox 360","Atari, Williams, Atari Corporation, AtariSoft, Shadowsoft, Inc., THQ Wireless, Midway",1905-06-04,2005-12-19,7.4,6.8
635,From Software,Simulation,Armored Core: Formula Front - Extreme Battle,PSP,"From Software, 505 Game Street, Agetec Inc.",2005-12-15,2005-12-16,7.5,8
636,BattleBorne,"Shooter, Action, Team-Based, Third-Person, 3D",Combat Elite: WWII Paratroopers,"PC,PlayStation 2,Xbox","SouthPeak Games, Acclaim",2005-11-21,2005-12-15,5.4,6.2
637,BattleBorne,"Action, Shooter, Team-Based, Third-Person, 3D",Combat Elite: WWII Paratroopers,"PC,PlayStation 2,Xbox","SouthPeak Games, Acclaim",2005-11-21,2005-12-15,5.4,6.2
638,Glu Mobile,"Arcade, Driving/Racing",Driver: Vegas,Mobile,Glu Mobile,1905-06-27,2005-12-15,3.9,5.8
639,Camelot Software Planning,"Tennis, Sports",Mario Tennis: Power Tour,Game Boy Advance,Nintendo,2005-12-05,2005-12-15,8.5,8.6
640,Yuke's,"Action, Wrestling, Fighting",WWE SmackDown! vs. Raw 2006,"PlayStation 2,PSP","Yuke's, THQ",2005-11-14,2005-12-15,8.5,9
641,Midway,Compilation,Midway Arcade Treasures,"GameCube,PC,PlayStation 2,Xbox",Midway,2003-11-17,2005-12-15,5.2,7.2
642,Gameloft,Action,King Kong: The Official Mobile Game of the Movie,"BlackBerry,Mobile",Gameloft,2005-11-14,2005-12-15,7.1,8
643,NinjaBee,"Strategy, Management",Outpost Kaloki X,"PC,Xbox 360",NinjaBee,2004-09-29,2005-12-15,7.1,7.3
644,"Gameloft, Ubisoft, Ubisoft Montreal, Pipeworks Software, Inc.","Action, Adventure",Prince of Persia: Warrior Within,"BlackBerry,GameCube,iOS (iPhone/iPad),Mobile,PC,PlayStation 2,PlayStation 3,PSP,Xbox","Gameloft, Ubisoft, Mastertronic, Sold Out Software",2004-11-30,2005-12-14,7.4,8.8
645,"Amaze Entertainment, Griptonite Games, Shaba Games","Action, 2D, Beat-'Em-Up",DreamWorks Shrek SuperSlam,"DS,Game Boy Advance,GameCube,PC,PlayStation 2,Xbox",Activision,2005-10-25,2005-12-14,6.5,7
646,"Point of View, Crave",Gambling,World Championship Poker 2: Featuring Howard Lederer,"PC,PlayStation 2,PSP,Xbox","Crave, Oxygen Interactive, Codemasters, OG International Ltd",2005-11-03,2005-12-14,7.5,6.9
647,"Point of View, Crave",Gambling,World Championship Poker 2: Featuring Howard Lederer,"PC,PlayStation 2,PSP,Xbox","Oxygen Interactive, Codemasters, Crave, OG International Ltd",2005-11-03,2005-12-14,7.5,6.9
648,"Point of View, Crave",Gambling,World Championship Poker 2: Featuring Howard Lederer,"PC,PlayStation 2,PSP,Xbox","Crave, Oxygen Interactive, Codemasters, OG International Ltd",2005-11-03,2005-12-14,7.5,6.9
649,"Point of View, Crave",Gambling,World Championship Poker 2: Featuring Howard Lederer,"PC,PlayStation 2,PSP,Xbox","Oxygen Interactive, Codemasters, Crave, OG International Ltd",2005-11-03,2005-12-14,7.5,6.9
650,Namco,"Driving/Racing, Arcade",Ridge Racer (2005),Mobile,Namco,2005-12-01,2005-12-14,6.1,
651,"PopCap, Oberon Media","Matching/Stacking, Puzzle",Zuma Deluxe,"Macintosh,PC,PlayStation 3,Xbox 360","PopCap, MumboJumbo, Electronic Arts, Sony Online Entertainment, Oberon Media, Microsoft Game Studios",2004-04-15,2005-12-13,7.2,7.7
652,G-Artists,Role-Playing,PoPoLoCrois,PSP,"SCEI, Ignition Entertainment, Agetec Inc.",2005-11-29,2005-12-13,7.3,8
653,Nival Interactive,"Real-Time, Strategy",Blitzkrieg 2,PC,cdv Software,2005-10-02,2005-12-13,7.8,8
654,Secret Level,"First-Person, Shooter, Tactical, Action",America's Army: Rise of a Soldier,Xbox,Ubisoft,2005-11-17,2005-12-12,7.6,8.1
