,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
290,The Game Factory,Adventure,Code Lyoko: Fall of X.A.N.A.,DS,The Game Factory,2008-06-20,2008-07-11,4.5,6.8
291,"Square Enix, Matrix Software, TOSE, SquareSoft, Sting",Role-Playing,Final Fantasy IV,"Android,DS,Game Boy Advance,iOS (iPhone/iPad),Mobile,PC,PlayStation,Super Nintendo,WonderSwan Color","Square Enix, Nintendo, SquareSoft",2005-12-12,2008-07-11,9,8.8
292,BattleGoat Studios,"Strategy, Turn-Based",Supreme Ruler 2020,PC,"Paradox Interactive, CyberFront",2008-07-01,2008-07-10,4.5,6.5
293,"Helixe, Heavy Iron Studios, Asobo Studio, Savage Entertainment","Platformer, Action, 3D",WALL-E,"DS,Macintosh,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","THQ, Focus Multimedia, SCEA, Disney Interactive Studios",2008-06-24,2008-07-09,7.5,6.6
294,Relentless Software,Trivia/Board Game,Buzz! Quiz TV,PlayStation 3,"SCEE, SCE Australia, SCEA",2008-09-23,2008-07-09,7.5,7.9
295,"Neversoft Entertainment, BudCat, Vicarious Visions",Music/Rhythm,Guitar Hero: Aerosmith,"Macintosh,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360","Aspyr, Activision",2008-06-29,2008-07-09,7,7.4
296,ATLUS,Role-Playing,Etrian Odyssey II: Heroes of Lagaard,DS,ATLUS,2008-06-13,2008-07-08,7.5,8.2
297,Artematica,"Third-Person, 3D, Adventure",Belief & Betrayal,PC,Lighthouse Interactive,2008-03-25,2008-07-08,4.5,4.5
298,"Neversoft Entertainment, BudCat, Vicarious Visions",Music/Rhythm,Guitar Hero: Aerosmith,"Macintosh,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360","Aspyr, Activision",2008-06-29,2008-07-08,7,7.4
299,"Namco Bandai Games, Namco","Fighting, 3D, Action",SoulCalibur,"Android,Arcade Games,Dreamcast,iOS (iPhone/iPad),Xbox 360","Namco Bandai Games, Namco",1905-06-20,2008-07-08,7.5,9.2
300,Electronic Arts,Compilation,The SimCity Box,PC,Electronic Arts,2008-06-30,2008-07-08,7.5,7
301,CyberConnect2,"Action, 3D, Fighting",Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,PSP,"Bandai, Namco Bandai Games",2008-06-24,2008-07-07,4.5,7.9
302,Wideload Games Inc.,Party/Minigame,Hail to the Chimp,"PlayStation 3,Xbox 360",Gamecock Media Group,2008-06-30,2008-07-07,5.5,5.3
303,Tilted Mill,"Management, Strategy",SimCity Societies: Destinations,PC,Electronic Arts,2008-06-23,2008-07-07,7,6.4
304,"Helixe, Heavy Iron Studios, Asobo Studio, Savage Entertainment","Action, 3D, Platformer",WALL-E,"DS,Macintosh,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","THQ, Focus Multimedia, SCEA, Disney Interactive Studios",2008-06-24,2008-07-03,6,6.6
305,"Helixe, Heavy Iron Studios, Asobo Studio, Savage Entertainment","Action, 3D, Platformer",WALL-E,"DS,Macintosh,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","THQ, Focus Multimedia, SCEA, Disney Interactive Studios",2008-06-24,2008-07-03,6,6.6
306,"Helixe, Heavy Iron Studios, Asobo Studio, Savage Entertainment","Action, 3D, Platformer",WALL-E,"DS,Macintosh,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","THQ, Focus Multimedia, SCEA, Disney Interactive Studios",2008-06-24,2008-07-03,6,6.6
307,Koei,"Driving/Racing, Arcade",Fatal Inertia EX,"PlayStation 3,Xbox 360","Koei, Koei Tecmo Games",2007-09-11,2008-07-03,6.5,6.4
308,"EA Tiburon, EA Games","Simulation, Driving/Racing",NASCAR 09,"PlayStation 2,PlayStation 3,Xbox 360",EA Sports,2008-06-10,2008-07-03,7,7.5
309,"EA Tiburon, EA Games","Driving/Racing, Simulation",NASCAR 09,"PlayStation 2,PlayStation 3,Xbox 360",EA Sports,2008-06-10,2008-07-03,7,7.5
310,Liquid Dragon Studios,"Hunting/Fishing, Sports",Deadliest Catch: Alaskan Storm,"PC,Xbox 360",Navarre Corp,2008-06-17,2008-07-02,4,6.3
311,"Harmonix Music Systems, MTV Games, EA Mobile",Music/Rhythm,Rock Band,"iOS (iPhone/iPad),PlayStation 2,PlayStation 3,Wii,Windows Mobile,Xbox 360","EA Mobile, Q Entertainment, MTV Games, Electronic Arts",2007-11-20,2008-07-02,8,8.8
312,Capcom,"Role-Playing, Action",Mega Man Star Force 2,DS,Capcom,2008-06-24,2008-07-02,5.5,8.3
313,Capcom,"Role-Playing, Action",Mega Man Star Force 2,DS,Capcom,2008-06-24,2008-07-02,5.5,8.3
314,Creat Studios,"Action, Adventure",Insecticide: Episode 1,"DS,PC","Gamecock Media Group, SouthPeak Games",2008-03-11,2008-07-02,6,6
315,"Electronic Arts, EA LA","Strategy, Real-Time",Command & Conquer 3: Tiberium Wars,"BlackBerry,Macintosh,PC,Xbox 360","Electronic Arts, EA Games",2007-03-26,2008-07-01,7.5,8.7
316,"Triumph Studios, 4J Studios","Action, Adventure",Overlord: Raising Hell,"Linux,Macintosh,PC,PlayStation 3",Codemasters,2008-02-15,2008-07-01,6,7.9
317,"Pam Development, 2K Sports","Tennis, Sports",Top Spin 3,"DS,PlayStation 3,Wii,Xbox 360","2K Sports, D3Publisher, Pam Development",2008-06-23,2008-07-01,8,7.6
318,"2K Sports, Pam Development","Sports, Tennis",Top Spin 3,"DS,PlayStation 3,Wii,Xbox 360","2K Sports, D3Publisher, Pam Development",2008-06-23,2008-07-01,8,7.6
319,"Farmind Ltd, Eidos Sweden","Arcade, Driving/Racing",Wacky Races: Crash & Dash,"DS,Wii",Eidos Interactive,2008-06-17,2008-07-01,3,4.8
320,"Farmind Ltd, Eidos Sweden","Driving/Racing, Arcade",Wacky Races: Crash & Dash,"DS,Wii",Eidos Interactive,2008-06-17,2008-07-01,3,4.8
321,"Ubisoft Reflections, Ubisoft Barcelona","Driving/Racing, Arcade",Emergency Heroes,Wii,Ubisoft,2008-05-27,2008-07-01,2.5,5.2
322,Vanguard,Simulation,Trauma Center: Under the Knife 2,DS,ATLUS,2008-07-02,2008-07-01,8.5,8.4
323,"Neversoft Entertainment, BudCat, Vicarious Visions",Music/Rhythm,Guitar Hero: Aerosmith,"Macintosh,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360","Aspyr, Activision",2008-06-29,2008-06-30,7,7.4
324,Stainless Games,Action,Happy Tree Friends: False Alarm,"PC,Xbox 360",Sega,2008-06-25,2008-06-30,4.5,5.3
325,Next Level Games,Trivia/Board Game,Ticket to Ride (2008),Xbox 360,Microsoft Game Studios,2008-06-25,2008-06-30,7,8.1
326,Mekensleep,Action,Soul Bubbles,DS,"Eidos Interactive, Interchannel",2008-06-10,2008-06-30,7,8.3
327,EA DICE,"First-Person, Shooter, 3D, Action",Battlefield: Bad Company,"PlayStation 3,Xbox 360","Electronic Arts, EA Games",2008-06-23,2008-06-27,8.5,8.5
328,Paradox Development Studio,Strategy,Europa Universalis III,PC,"Paradox Interactive, CyberFront, GamersGate",2007-01-23,2008-06-27,7.5,8.3
329,Electronic Arts,Puzzle,The Sims Carnival: SnapCity,PC,Electronic Arts,2008-01-15,2008-06-27,4.5,4.7
330,HB Studios Multimedia,Sports,Big Beach Sports,Wii,THQ,2008-06-24,2008-06-27,4.5,5.2
331,"Eden Studios, Hydravision","3D, Action, Adventure, Survival",Alone in the Dark (2008),"PC,PlayStation 2,PlayStation 3,Wii,Xbox 360","Electronic Arts, Atari SA",2008-06-23,2008-06-26,6.5,6.7
332,Paradox Development Studio,Strategy,Europa Universalis III,PC,"Paradox Interactive, CyberFront, GamersGate",2007-01-23,2008-06-26,8.5,8.3
333,"Gas Powered Games, Hellbent Games","Real-Time, Strategy",Supreme Commander,"PC,Xbox 360","THQ, ak tronic, 505 Games, Aspyr",2007-02-20,2008-06-25,5,8.5
334,Gameloft,"Puzzle, Action",Block Breaker Deluxe,"iOS (iPhone/iPad),Mobile,Wii",Gameloft,2004-06-15,2008-06-25,7,7.8
335,"Amaze Entertainment, Edge of Reality",Action,The Incredible Hulk (2008),"DS,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360",Sega,2008-06-05,2008-06-24,3.5,5.7
336,"Amaze Entertainment, Edge of Reality",Action,The Incredible Hulk (2008),"DS,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360",Sega,2008-06-05,2008-06-24,4,5.7
337,EA DICE,"3D, Action, First-Person, Shooter",Battlefield: Bad Company,"PlayStation 3,Xbox 360","EA Games, Electronic Arts",2008-06-23,2008-06-24,8.5,8.5
338,Vicarious Visions,Music/Rhythm,Guitar Hero: On Tour,DS,Activision,2008-06-22,2008-06-23,6,7.4
339,BudCat,"Shoot-'Em-Up, Action, 2D","Blast Works: Build, Trade, Destroy",Wii,"Majesco Games, Eidos Interactive",2008-06-11,2008-06-23,8,7.4
340,FireFly Studios,Compilation,Stronghold: Crusader Extreme,PC,Gamecock Media Group,2008-06-02,2008-06-23,3.5,6.4
341,Neko Entertainment,"Sports, Hunting/Fishing",Cocoto Fishing Master,"PlayStation 2,Wii","BigBen Interactive, Conspiracy Entertainment, Neko Entertainment",2007-12-04,2008-06-23,5.5,5.1
342,"Sanzaru Games, High Impact Games","3D, Action, Platformer",Secret Agent Clank,"PlayStation 2,PSP","SCEE, SCE Australia, SCEA, SCEI",2008-06-17,2008-06-23,8,8.1
343,Square Enix,"Strategy, Turn-Based",Final Fantasy Tactics A2: Grimoire of the Rift,DS,Square Enix,2008-06-24,2008-06-20,7,8.5
344,"Q Games, Double Eleven","Strategy, Real-Time",PixelJunk Monsters,"PlayStation 3,Wii U","SCEA, SCEI, SCEE, SCE Australia, Double Eleven",2008-01-24,2008-06-20,7,8.3
345,"Black Lantern Studios, Frozen Codebase",Strategy,Elements of Destruction,"DS,PC,Xbox 360",THQ,2007-12-17,2008-06-20,6.5,6.1
346,"Namco Bandai Games, Dimps Corporation","Fighting, Action, 3D",Dragon Ball Z: Burst Limit,"PlayStation 3,Xbox 360","Atari SA, Bandai Namco Games, Namco Bandai Games",2008-06-10,2008-06-20,7.5,7.9
347,Stardock,Strategy,The Political Machine 2008,PC,Stardock,2008-06-24,2008-06-20,7.5,6.9
348,"Taito Corporation, Backbone Entertainment","2D, Shoot-'Em-Up, Action",Space Invaders Extreme,"DS,PC,PSP,Xbox 360","Square Enix, Taito Corporation, Degica, Backbone Entertainment",2008-06-17,2008-06-19,7,7.7
349,"Amaze Entertainment, Edge of Reality",Action,The Incredible Hulk (2008),"DS,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360",Sega,2008-06-05,2008-06-18,7,5.7
350,Wanako Studios,Adventure,Sea Life Safari,Xbox 360,"Sierra Online, Sierra Entertainment",2008-06-18,2008-06-18,3.5,5.4
351,"Fall Line Studio, Traveller's Tales",Adventure,The Chronicles of Narnia: Prince Caspian,"DS,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360",Disney Interactive Studios,2008-05-15,2008-06-18,5.5,5.5
352,"Fall Line Studio, Traveller's Tales",Adventure,The Chronicles of Narnia: Prince Caspian,"DS,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360",Disney Interactive Studios,2008-05-15,2008-06-18,5.5,5.5
353,Capcom,"Third-Person, 3D, Action, Shooter",Lost Planet: Extreme Condition Colonies Edition,"PC,Xbox 360",Capcom,2008-05-27,2008-06-17,7.5,8
354,Taito Corporation,"Arcade, Action",Arkanoid DS,DS,"Square Enix, Taito Corporation",2008-06-17,2008-06-17,8,7.3
355,Hothead Games,Adventure,Penny Arcade Adventures: Episode One,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","Hothead Games, Hothead Games Inc.",2008-05-21,2008-06-17,7.5,8.1
356,"Taito Corporation, Backbone Entertainment","Action, 2D, Shoot-'Em-Up",Space Invaders Extreme,"DS,PC,PSP,Xbox 360","Square Enix, Taito Corporation, Degica, Backbone Entertainment",2008-06-17,2008-06-16,7.5,7.7
357,"Amaze Entertainment, Edge of Reality",Action,The Incredible Hulk (2008),"DS,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360",Sega,2008-06-05,2008-06-16,3.5,5.7
358,Backbone Entertainment,"3D, Platformer, Action",Death Jr.: Root of Evil,Wii,Eidos Interactive,2008-05-27,2008-06-13,6.5,6.9
359,Kojima Productions,"Action, Adventure",Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,Konami,2008-06-12,2008-06-13,10,9.4
360,Backbone Emeryville,Action,Wolf of the Battlefield: Commando 3,"PlayStation 3,Xbox 360",Capcom,2008-06-05,2008-06-12,6.5,7.1
361,Backbone Emeryville,Action,Wolf of the Battlefield: Commando 3,"PlayStation 3,Xbox 360",Capcom,2008-06-05,2008-06-12,6.5,7.1
362,Artech Studios,"Third-Person, 3D, Action, Shooter",Aces of the Galaxy,"PC,Xbox 360","Sierra Online, Activision, Sierra Entertainment",2008-06-04,2008-06-12,8,7.4
363,"Amaze Entertainment, Edge of Reality",Action,The Incredible Hulk (2008),"DS,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360",Sega,2008-06-05,2008-06-12,5.5,5.7
364,"Amaze Entertainment, Edge of Reality",Action,The Incredible Hulk (2008),"DS,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360",Sega,2008-06-05,2008-06-12,5.5,5.7
365,"Fall Line Studio, Traveller's Tales",Adventure,The Chronicles of Narnia: Prince Caspian,"DS,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360",Disney Interactive Studios,2008-05-15,2008-06-11,6,5.5
366,"Namco Bandai Games, Dimps Corporation","Fighting, Action, 3D",Dragon Ball Z: Burst Limit,"PlayStation 3,Xbox 360","Bandai Namco Games, Namco Bandai Games, Atari SA",2008-06-10,2008-06-10,7.5,7.9
367,Venom Games,"Sports, Boxing",Don King Presents: Prizefighter,Xbox 360,2K Sports,2008-06-10,2008-06-10,5.5,5.7
368,SpiderMonk,Puzzle,Roogoo Attack,DS,SouthPeak Games,2008-06-04,2008-06-09,7.5,7
369,High Moon Studios,Action,Robert Ludlum's The Bourne Conspiracy,"PlayStation 3,Xbox 360","Spike, Sierra Entertainment",2008-06-03,2008-06-06,8,7.8
370,High Moon Studios,Action,Robert Ludlum's The Bourne Conspiracy,"PlayStation 3,Xbox 360","Sierra Entertainment, Spike",2008-06-03,2008-06-06,8,7.8
371,Frogwares,Adventure,Dracula: Origin,PC,"Focus Home Interactive, The Adventure Company, Ascaron Entertainment GmbH, QVS International",2008-05-23,2008-06-06,7,6.9
372,Clap Hanz,"Golf, Arcade, Sports",Hot Shots Golf: Open Tee 2,PSP,"SCEA, SCEE, SCE Australia, SCEI",2008-06-03,2008-06-05,7,8.2
373,"TT Fusion, Traveller's Tales","Adventure, Action",Lego Indiana Jones: The Original Adventures,"DS,Macintosh,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","LucasArts, Activision, Feral Interactive, TT Games",2008-06-03,2008-06-05,7,8
374,"Micro Cabin, Hoplite Research, Cyan Worlds, Alfa System, SunSoft","3D, Adventure, First-Person",Myst,"3DO,3DS,Amiga,CD-I,DS,iOS (iPhone/iPad),Jaguar CD,Macintosh,PC,PlayStation,PSP,Saturn","Micro Cabin, Panasonic, Funbox Media, Maximum Family Games, Maximum Games, PXL Computers, Philips Media, Empire Interactive, Midway, Storm City Games, Cyan Worlds, Atari Corporation, Broderbund, Red Orb Entertainment, SunSoft, Psygnosis, Soft Bank, SCEA, Sega, Hoplite Research, Acclaim, Wooyoung System, Tec Toy",1993-09-24,2008-06-05,3,8
375,Flight-Plan,"Action, Role-Playing",Summon Night: Twin Age,DS,"Banpresto, ATLUS",2008-06-03,2008-06-05,7,7.8
376,"Firebrand Games, Codemasters","Simulation, Driving/Racing",GRID,"DS,Macintosh,PC,PlayStation 3,Xbox 360","Codemasters, Feral Interactive",2008-06-03,2008-06-04,8,8.4
377,"Firebrand Games, Codemasters","Simulation, Driving/Racing",GRID,"DS,Macintosh,PC,PlayStation 3,Xbox 360","Codemasters, Feral Interactive",2008-06-03,2008-06-04,8,8.4
378,"TT Fusion, Traveller's Tales","Action, Adventure",Lego Indiana Jones: The Original Adventures,"DS,Macintosh,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","Activision, LucasArts, Feral Interactive, TT Games",2008-06-03,2008-06-04,8,8
379,"TT Fusion, Traveller's Tales","Adventure, Action",Lego Indiana Jones: The Original Adventures,"DS,Macintosh,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","LucasArts, Activision, Feral Interactive, TT Games",2008-06-03,2008-06-04,8,8
380,"Team Ninja, Tecmo","Action, Adventure",Ninja Gaiden II,Xbox 360,"Microsoft Game Studios, Tecmo, TECMO KOEI GAMES CO., LTD.",2008-06-03,2008-06-03,8,8.4
381,Funcom,"Role-Playing, MMO",Age of Conan: Hyborian Adventures,PC,"SCi, Eidos Interactive, ak tronic, Funcom",2008-05-20,2008-06-02,8.5,7.7
382,"TT Fusion, Traveller's Tales","Action, Adventure",Lego Indiana Jones: The Original Adventures,"DS,Macintosh,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","LucasArts, Activision, Feral Interactive, TT Games",2008-06-03,2008-06-02,8,8
383,"TT Fusion, Traveller's Tales","Adventure, Action",Lego Indiana Jones: The Original Adventures,"DS,Macintosh,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","Activision, LucasArts, Feral Interactive, TT Games",2008-06-03,2008-06-02,8,8
384,"TT Fusion, Traveller's Tales","Action, Adventure",Lego Indiana Jones: The Original Adventures,"DS,Macintosh,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360","Activision, LucasArts, Feral Interactive, TT Games",2008-06-03,2008-06-02,8,8
385,Stainless Games,Action,Warlords (2008),Xbox 360,Atari SA,2008-05-28,2008-06-02,4,6.2
386,"Splash Damage, Z-Axis, Ltd., Nerve Software","Shooter, 3D, Action, First-Person",Enemy Territory: Quake Wars,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","id Software, Activision",2007-10-02,2008-05-30,6.5,7.4
387,"Splash Damage, Z-Axis, Ltd., Nerve Software","3D, Action, First-Person, Shooter",Enemy Territory: Quake Wars,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","id Software, Activision",2007-10-02,2008-05-30,6.5,7.4
388,"BioWare, Demiurge Studios",Role-Playing,Mass Effect,"PC,PlayStation 3,Xbox 360","EA Games, Electronic Arts, ak tronic, Microsoft Game Studios",2007-11-20,2008-05-30,9,8.9
389,Stardock,"Turn-Based, Strategy",Galactic Civilizations II: Dread Lords,PC,"Stardock, Kalypso",2006-02-21,2008-05-30,9,8.5
390,Bandai Namco Games,"Snowboarding/Skiing, Sports",We Ski,Wii,"Namco Bandai Games, Bandai Namco Games, Nintendo",2008-05-13,2008-05-29,7,7.4
391,Irem,"Turn-Based, Strategy",R-Type Command,PSP,"ATLUS, Irem, Rising Star Games",2008-05-06,2008-05-28,7,6.9
392,Gameloft,Trivia/Board Game,TV Show King,"iOS (iPhone/iPad),PlayStation 3,Wii",Gameloft,2008-05-12,2008-05-27,7.5,7.2
393,Epicenter Studios,Puzzle,Critter Round-Up,Wii,Konami,2008-05-19,2008-05-23,7,6.9
394,SCEE London Studio,Music/Rhythm,SingStar,PlayStation 3,"SCE Australia, SCEE, SCEA, Sony Interactive Entertainment",2008-05-20,2008-05-23,7.5,7.7
395,Nnooo,Puzzle,Pop,"iOS (iPhone/iPad),Wii","Nnooo, Electronic Arts",2008-05-12,2008-05-23,4.5,5.9
396,"Fall Line Studio, Traveller's Tales",Adventure,The Chronicles of Narnia: Prince Caspian,"DS,PC,PlayStation 2,PlayStation 3,Wii,Xbox 360",Disney Interactive Studios,2008-05-15,2008-05-22,4,5.5
397,"SCE/WWS, SCE Japan Studio",Puzzle,echochrome,"PlayStation 3,PSP","SCE Australia, SCEA, SCEI, SCEE, SCE Korea",2008-05-01,2008-05-22,7.5,7.7
398,"SCE/WWS, SCE Japan Studio",Puzzle,echochrome,"PlayStation 3,PSP","SCEI, SCEE, SCE Australia, SCEA, SCE Korea",2008-05-01,2008-05-22,8,7.7
399,WorldForge,"Real-Time, Strategy",Great War Nations: The Spartans,PC,"JoWooD Entertainment AG, Dreamcatcher",2008-05-05,2008-05-21,5.5,5.4
400,Hudson Soft,"Shoot-'Em-Up, Action, 2D",Star Soldier R,Wii,Hudson Soft,2008-05-19,2008-05-21,7,7.3
401,Hothead Games,Adventure,Penny Arcade Adventures: Episode One,"Linux,Macintosh,PC,PlayStation 3,Xbox 360","Hothead Games, Hothead Games Inc.",2008-05-21,2008-05-21,7.5,8.1
402,XGenStudios,"Real-Time, Strategy",Defend Your Castle,"iOS (iPhone/iPad),PC,Wii",XGenStudios,2008-05-12,2008-05-20,6,7.1
403,Free Radical Design,"Shooter, 3D, Action, First-Person",Haze,PlayStation 3,Ubisoft,2008-05-20,2008-05-20,6,5.9
404,"Hudson Soft, CAProduction",Sports,Deca Sports,"DS,Wii","Hudson Entertainment, Konami, Hudson",2008-05-13,2008-05-19,3.5,4.8
405,Omega Force,"3D, Beat-'Em-Up, Action",Samurai Warriors 2,"PC,PlayStation 2,PlayStation 3,PlayStation Vita,Xbox 360","Koei, Koei Tecmo Games, TECMO KOEI GAMES CO., LTD.",2006-09-19,2008-05-19,5,8
406,"Artificial Mind and Movement, Secret Level",Action,Iron Man,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360",Sega,2008-05-02,2008-05-16,4.5,5.4
407,"Artificial Mind and Movement, Secret Level",Action,Iron Man,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360",Sega,2008-05-02,2008-05-16,5,5.4
408,"Artificial Mind and Movement, Secret Level",Action,Iron Man,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360",Sega,2008-05-02,2008-05-16,4.5,5.4
409,Frontier Developments,"2D, Action, Platformer",LostWinds,"iOS (iPhone/iPad),PC,Wii","Frontier Developments, Square Enix",2008-05-12,2008-05-15,5.5,8.1
410,SNK Playmore,Compilation,World Heroes Anthology,PlayStation 2,"Ignition Entertainment, SNK Playmore",2008-03-11,2008-05-15,5.5,6.2
411,Square Enix,"Management, Strategy",Final Fantasy Crystal Chronicles: My Life as a King,Wii,Square Enix,2008-05-12,2008-05-15,5,7.5
412,Wanako Studios,"2D, Shoot-'Em-Up, Action",Assault Heroes 2,Xbox 360,"Sierra Entertainment, Sierra Online, Activision",2008-05-14,2008-05-14,7.5,7.5
413,Razorback Developments,Puzzle,Brain Voyage,DS,Eidos Interactive,2008-05-05,2008-05-13,5,4.8
414,Gust,Role-Playing,Mana Khemia: Alchemists of Al-Revis,"PlayStation 2,PSP","Gust, NIS Europe, NIS America",2008-04-01,2008-05-12,7.5,8.2
415,Frogwares,"3D, First-Person, Adventure",Sherlock Holmes: Nemesis,PC,"Focus Multimedia, Focus Home Interactive, The Adventure Company, Ascaron Entertainment GmbH",2008-04-14,2008-05-12,6,7.5
416,Hidden Path Entertainment,Trivia/Board Game,Wits & Wagers,Xbox 360,Microsoft Game Studios,2008-05-07,2008-05-09,4.5,5.8
417,Sanuk Games,"Action, Platformer, 2D",Barnyard Blast: Swine of the Night,DS,"BigBen Interactive, DSI Games",2008-02-15,2008-05-09,6,6.2
418,Supersonic Software,"Arcade, Driving/Racing",Emergency Mayhem,Wii,Codemasters,2008-04-15,2008-05-09,2.5,3.2
419,Nintendo,Fitness,Wii Fit,Wii,Nintendo,2008-05-19,2008-05-08,7,7.8
420,Paradigm Entertainment,Simulation,BattleZone (2006),PSP,Atari SA,2006-11-06,2008-05-08,2.5,6.7
421,"Artificial Mind and Movement, Secret Level",Action,Iron Man,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360",Sega,2008-05-02,2008-05-08,5.5,5.4
422,"Artificial Mind and Movement, Secret Level",Action,Iron Man,"DS,PC,PlayStation 2,PlayStation 3,PSP,Wii,Xbox 360",Sega,2008-05-02,2008-05-08,5.5,5.4
423,EA LA,Puzzle,Boom Blox,Wii,Electronic Arts,2008-05-06,2008-05-07,7,8.1
424,"Raw Thrills, Leviathan Games","Action, Light-Gun, Shooter",Target: Terror,"Arcade Games,Wii","Raw Thrills, Taito Corporation, Konami",2004-05-01,2008-05-07,3,3.1
425,Propaganda Games,"3D, Action, First-Person, Shooter",Turok,"PC,PlayStation 3,Xbox 360","Touchstone, Disney Interactive Studios",2008-02-05,2008-05-06,6,7.3
426,Arcade Moon,"Flight, Simulation",WWII Aces,Wii,Destineer,2008-03-21,2008-05-06,3.5,5.7
427,Sierra Online Shanghai,Trivia/Board Game,Lost Cities (2008),Xbox 360,"Sierra Online, Sierra Entertainment",2008-04-23,2008-05-05,8,7
428,Valve Software,"Free-to-Play, Action, Team-Based, 3D, Shooter, First-Person",Team Fortress 2,"Linux,Macintosh,PC","Valve Software, EA Games, CyberFront, Electronic Arts",2007-10-10,2008-05-02,8.5,8.9
429,Iron Lore Entertainment,"Real-Time, Strategy","Warhammer 40,000: Dawn of War - Soulstorm",PC,"THQ, Focus Multimedia, ak tronic",2008-03-04,2008-05-02,6.5,8
430,House of Tales,"Adventure, 3D, Third-Person",Overclocked: A History of Violence,PC,"DTP Entertainment, ANACONDA, Lighthouse Interactive, Nordic Games Publishing",2008-04-07,2008-05-02,7.5,7.2
431,ArtePiazza,Role-Playing,Opoona,Wii,Koei,2008-03-25,2008-04-29,6.5,6.9
432,Valve Software,"3D, Action, First-Person, Shooter",Portal,"Android,Linux,Macintosh,PC","Valve Software, Electronic Arts, CyberFront, EA Games",2007-10-10,2008-04-29,9,9
433,Ubisoft Montreal,"Shooter, Tactical, Action, First-Person",Tom Clancy's Rainbow Six: Vegas 2,"PC,PlayStation 3,Xbox 360","Ubisoft, Focus Multimedia",2008-03-18,2008-04-29,7,8.4
434,ChunSoft,"Role-Playing, Roguelike",Pokemon Mystery Dungeon: Explorers,DS,Nintendo,2008-04-20,2008-04-29,6.5,8.3
435,ChunSoft,"Role-Playing, Roguelike",Pokemon Mystery Dungeon: Explorers,DS,Nintendo,2008-04-20,2008-04-29,6.5,8.3
436,"Rockstar Toronto, Rockstar North, Rockstar Games","Action, Adventure",Grand Theft Auto IV,"PC,PlayStation 3,Xbox 360,Xbox One","Rockstar Games, CyberFront, Synergex, 2K Games, Capcom, Take-Two Interactive",2008-04-29,2008-04-28,10,8.9
437,"Rockstar Toronto, Rockstar North, Rockstar Games","Adventure, Action",Grand Theft Auto IV,"PC,PlayStation 3,Xbox 360,Xbox One","Rockstar Games, Synergex, CyberFront, Capcom, 2K Games, Take-Two Interactive",2008-04-29,2008-04-28,10,8.9
438,Nintendo,"Arcade, Driving/Racing",Mario Kart Wii,Wii,Nintendo,2008-04-27,2008-04-25,8.5,8.7
439,Planet Moon Studios,Music/Rhythm,Battle of the Bands (2008),Wii,THQ,2008-04-21,2008-04-25,6,5.3
440,ATLUS,Role-Playing,Shin Megami Tensei: Persona 3 FES,PlayStation 2,"ATLUS, Koei",2008-04-22,2008-04-23,8.5,9.1
441,Midway,"Team-Based, Arcade, Basketball, Sports",NBA Ballers: Chosen One,"PlayStation 3,Xbox 360",Midway,2008-04-21,2008-04-23,5.5,5.7
442,Midway,"Team-Based, Arcade, Basketball, Sports",NBA Ballers: Chosen One,"PlayStation 3,Xbox 360",Midway,2008-04-21,2008-04-23,5.5,5.7
443,Compile Heart,Puzzle,Octomania,Wii,"Conspiracy Entertainment, Compile Heart, CyberFront, Midas Interactive Entertainment",2008-03-31,2008-04-23,6.5,6.1
