,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
142,"Arc System Works, Titus Software, Interplay","Action, 2D, Platformer",Prehistorik Man,"DS,Game Boy,Game Boy Advance,iOS (iPhone/iPad),Super Nintendo","Interplay, Arc System Works, Kemco, Titus Software, THQ",January 1996,"Jan 31, 2002",6.1,7.4
143,X-Ray Interactive,"3D, Action, Platformer",KAO the Kangaroo,"Dreamcast,PC","Titus Software, Virgin Interactive","Feb 13, 2001","Jan 31, 2002",2.7,6.5
144,Planet Interactive,"Puzzle, Action",Planet Monsters,Game Boy Advance,Titus Software,"Dec 6, 2001","Jan 30, 2002",5.1,6.0
145,Firaxis Games,"Strategy, Real-Time",Sid Meier's SimGolf,PC,"Electronic Arts, EA Games","Jan 23, 2002","Jan 30, 2002",8.8,8.4
146,Surreal Software,"Action, Adventure",Drakan: The Ancients' Gates,PlayStation 2,"SCEA, SCEE","Jan 28, 2002","Jan 29, 2002",7.7,8.1
147,Ikarion,"Real-Time, Strategy",Demonworld: Dark Armies,PC,Xicat Interactive,"Jan 13, 2002","Jan 29, 2002",1.6,4.2
148,Eighting/Raizing,"Fighting, Action, 3D",Tekken Advance,Game Boy Advance,"Namco, Infogrames","Jan 28, 2002","Jan 29, 2002",8.0,7.7
149,Digital Fiction,"Boxing, Sports",Boxing Fever,Game Boy Advance,"THQ, Majesco Games","Oct 11, 2001","Jan 29, 2002",6.1,6.4
150,Criterion Games,Sports,AirBlade,PlayStation 2,"SCEE, Namco","Jan 28, 2002","Jan 29, 2002",7.7,7.0
151,"Natsume, ITL, Dearsoft","Sports, Snowboarding/Skiing",Shaun Palmer's Pro Snowboarder,"Game Boy Advance,Game Boy Color,PlayStation 2","Activision, Codemasters, Success","Nov 13, 2001","Jan 28, 2002",7.9,7.4
152,Capcom,"Action, Adventure",Genma Onimusha,Xbox,Capcom,"Jan 28, 2002","Jan 28, 2002",8.7,8.3
153,"Creative Reality, Coyote Developments","Adventure, Third-Person",Martian Gothic: Unification,"PC,PlayStation","Take-Two Interactive, TalonSoft","Apr 30, 2000","Jan 25, 2002",5.9,6.4
154,Boston Animation,"Adventure, Action",Darkened Skye,"GameCube,PC","Simon & Schuster, TDK Mediactive, Oxygen Interactive","Jan 27, 2002","Jan 25, 2002",7.3,6.4
155,3DO,"Action, 2D, Beat-'Em-Up",GoDai: Elemental Force,PlayStation 2,3DO,"Jan 21, 2002","Jan 25, 2002",3.3,3.4
156,Strategy First,"Turn-Based, Strategy",Disciples II: Dark Prophecy,PC,"Strategy First, Mindscape Inc.","Jan 22, 2002","Jan 25, 2002",8.4,8.4
157,"Pseudo Interactive, Finish Line Games",Simulation,Cel Damage,"GameCube,PlayStation 2,PlayStation 3,PlayStation 4,PlayStation Vita,Xbox,Xbox One","Electronic Arts, System 3, Play It!, Finish Line Games","Nov 14, 2001","Jan 24, 2002",5.7,7.1
158,HistWar,"Strategy, Turn-Based",La Grande Armee at Austerlitz,PC,Matrix Games,"Dec 18, 2001","Jan 24, 2002",7.1,6.8
159,"Black Box, EA Sports, EA Tiburon","Simulation, Driving/Racing",NASCAR Thunder 2002,"PlayStation,PlayStation 2,Xbox","Electronic Arts, EA Sports","Oct 2, 2001","Jan 24, 2002",5.8,7.8
160,"2015, Aspyr, Westlake Interactive, Various, TKO Software, EA LA","3D, Action, First-Person, Shooter",Medal of Honor: Allied Assault,"Macintosh,PC","Aspyr, Electronic Arts, EA Games, Sold Out Software","Jan 20, 2002","Jan 23, 2002",9.0,8.6
161,"KCEO, Konami",Sports,ESPN International Winter Sports 2002,"Game Boy Advance,GameCube,PlayStation 2,Xbox",Konami,"Jan 28, 2002","Jan 23, 2002",5.2,5.2
162,Maximum Charisma,Role-Playing,Fighting Legends,PC,Maximum Charisma,"Oct 31, 2001","Jan 23, 2002",4.0,6.6
163,"Blue Beck, Climax Group","Driving/Racing, Simulation",MotoGP 2,"Mobile,PC,Xbox","THQ, Microsoft Game Studios","Jan 22, 2002","Jan 23, 2002",8.0,8.2
164,"Lionhead Studios, Zonic","Strategy, Real-Time",Black & White,"Macintosh,PC","Feral Interactive, Mastertronic, Electronic Arts, EA Games","Mar 26, 2001","Jan 22, 2002",8.0,8.5
165,NanaOn-Sha,Music/Rhythm,PaRappa the Rapper 2,"PlayStation 2,PlayStation 4","SCEI, SCEA, SCEE","Jan 23, 2002","Jan 22, 2002",6.6,7.2
166,"Amiga Artists, Kemco, Zoom","2D, Action, Shoot-'Em-Up",Phalanx,"Amiga,Game Boy Advance,Sharp X68000,Super Nintendo,Wii","Anco, Kemco, Zoom",October 1992,"Jan 18, 2002",7.8,7.3
167,Virtucraft,"Fighting, Action, 2D",Mortal Kombat Advance,Game Boy Advance,Midway,"Dec 12, 2001","Jan 18, 2002",2.9,3.9
168,"GFX Construction, 3DO","Sports, Snowboarding/Skiing",Jonny Moseley Mad Trix,"Game Boy Advance,PlayStation 2",3DO,"Dec 26, 2001","Jan 18, 2002",2.9,4.4
169,3DO,"Action, Shooter, Third-Person, 3D",Dragon Rage (2001),PlayStation 2,3DO,"Nov 27, 2001","Jan 17, 2002",4.1,5.7
170,Bec,Simulation,Mobile Suit Gundam: Zeonic Front,PlayStation 2,Bandai,"Jan 15, 2002","Jan 17, 2002",6.8,7.9
171,ApeZone,"Real-Time, Strategy",Starships Unlimited: Divided Galaxies,PC,Matrix Games,"Dec 2, 2002","Jan 17, 2002",8.0,7.6
172,Clever's Development,"Driving/Racing, Simulation",Cabela's Off-Road Adventure 2,PC,"Activision Value, Activision","Nov 13, 2001","Jan 17, 2002",7.0,7.4
173,Will,"Strategy, Real-Time",Mech Platoon,Game Boy Advance,Kemco,"Jan 3, 2002","Jan 17, 2002",8.3,7.8
174,"KCEO, Konami","Snowboarding/Skiing, Sports",ESPN Winter X-Games Snowboarding 2002,"Game Boy Advance,PlayStation 2,Xbox",Konami,2001,"Jan 16, 2002",6.4,6.6
175,Fishtank Interactive,"Management, Strategy",Car Tycoon,PC,Fishtank Interactive,"Jan 4, 2002","Jan 16, 2002",5.1,6.0
176,Visual Concepts,"Sports, Team-Based, Basketball, Simulation",NBA 2K2,"Dreamcast,GameCube,PlayStation 2,Xbox",Sega,"Oct 24, 2001","Jan 15, 2002",9.1,8.4
177,Matrix Games,Strategy,Fortress Europe,PC,Matrix Games,"Dec 18, 2001","Jan 14, 2002",2.8,6.0
178,Cattle Call,Role-Playing,Tsugunai: Atonement,PlayStation 2,"ATLUS, SCEI","Nov 29, 2001","Jan 14, 2002",4.1,6.7
179,"UGA, Enhance Games, HexaDrive","Action, On-Rails, Shooter, 3D",Rez,"Dreamcast,PC,PlayStation 2,PlayStation 4,Xbox 360","Sega, Enhance Games, SCEE, iam8bit, Q Entertainment, Microsoft Game Studios","Jan 7, 2002","Jan 14, 2002",7.9,8.6
180,Left Field Productions,"Simulation, Sports, Team-Based, Basketball",NBA Courtside 2002,GameCube,Nintendo,"Jan 13, 2002","Jan 14, 2002",7.6,7.5
181,MASA Group,"Strategy, Real-Time",Conflict Zone,"Dreamcast,PC,PlayStation 2",Ubisoft,"Oct 31, 2001","Jan 11, 2002",4.2,6.4
182,Rebellion,"Shooter, Light-Gun, Action",Gunfighter: The Legend of Jesse James,PlayStation,Ubisoft,"Nov 30, 2001","Jan 11, 2002",4.6,6.3
183,Altar Interactive,"Strategy, Real-Time",Original War,PC,"Bohemia Interactive, Virgin Interactive","Dec 3, 2001","Jan 10, 2002",5.0,8.2
184,Racjin,Role-Playing,Wizardry: Tale of the Forsaken Land,PlayStation 2,"ATLUS, Ubisoft","Dec 19, 2001","Jan 10, 2002",8.5,8.0
185,Capcom,"Action, 2D, Platformer",Mega Man Xtreme 2,Game Boy Color,Capcom,"Oct 30, 2001","Jan 10, 2002",7.0,7.7
186,"EA Sports, EA Canada","Simulation, Soccer, Sports, Team-Based",FIFA 2002,"GameCube,PC,PlayStation,PlayStation 2","Electronic Arts Victor, EA Sports, Electronic Arts","Oct 29, 2001","Jan 10, 2002",8.9,8.1
187,Nai'a Digital Works,"3D, Third-Person, Adventure",Universal Studios Theme Parks Adventure,GameCube,Kemco,"Dec 18, 2001","Jan 10, 2002",3.5,3.3
188,Activision Value,"Action, Adventure, Survival, 3D",Alcatraz: Prison Escape,PC,Activision Value,"Nov 23, 2001","Jan 10, 2002",1.6,4.8
189,Tecmo,Strategy,Monster Rancher Advance,Game Boy Advance,Tecmo,"Nov 28, 2001","Jan 9, 2002 ",8.4,8.1
190,Capcom,"2D, Action, Platformer",Mega Man X6,"PC,PlayStation","Electronic Arts, Multi Enterprise, Capcom","Dec 4, 2001","Jan 9, 2002 ",7.0,7.8
191,Stormfront Studios,"3D, Team-Based, Action, Third-Person, Shooter",Blood Wake,Xbox,Microsoft Game Studios,"Dec 25, 2001","Jan 9, 2002 ",7.9,7.1
192,NCSOFT,"MMO, Role-Playing",Lineage: The Blood Pledge,"Macintosh,PC","NCSOFT, E-Frontier","Oct 24, 2001","Jan 9, 2002 ",5.5,6.2
193,"Altron, Radical Entertainment","Arcade, Driving/Racing",The Simpsons: Road Rage,"Game Boy Advance,GameCube,PlayStation 2,Xbox","THQ, Electronic Arts","Nov 24, 2001","Jan 8, 2002 ",6.2,6.9
194,NuFX,"Basketball, Simulation, Sports, Team-Based",NCAA March Madness 2002,PlayStation 2,EA Sports,"Jan 7, 2002","Jan 8, 2002 ",7.0,7.3
195,Sennari Interactive,Action,The Powerpuff Girls: Mojo Jojo A-Go-Go,Game Boy Advance,Bam Entertainment,"Nov 27, 2001","Jan 8, 2002 ",6.3,5.0
196,Visual Concepts,"Simulation, Sports, Team-Based, Football (American)",NFL 2K2,"Dreamcast,PlayStation 2,Xbox",Sega,"Sep 19, 2001","Jan 8, 2002 ",9.3,8.5
197,Capcom,Role-Playing,Breath of Fire,"Game Boy Advance,Super Nintendo","Ubisoft, Capcom, SquareSoft","Aug 10, 1994","Jan 8, 2002 ",7.7,8.2
198,Creature Labs,"Action, Arcade",Dig Dug Deeper,PC,Infogrames,"Oct 31, 2001","Jan 8, 2002 ",4.5,6.5
199,"Raven Software, Pipe Dream Interactive","3D, Action, First-Person, Shooter",Star Trek: Voyager Elite Force,"Macintosh,PC,PlayStation 2","Aspyr, Activision, Majesco Games, Codemasters","Sep 20, 2000","Jan 7, 2002 ",6.2,8.3
200,"Ubisoft Montreal, Ubisoft","Adventure, Action",Batman: Vengeance,"Game Boy Advance,GameCube,PC,PlayStation 2,Xbox",Ubisoft,"Oct 15, 2001","Jan 7, 2002 ",7.4,6.8
201,Capcom,"Role-Playing, Action",Mega Man Battle Network,Game Boy Advance,"Ubisoft, Capcom","Oct 30, 2001","Jan 7, 2002 ",8.3,8.4
202,LucasArts,"Action, Adventure, Open-World, 3D",Star Wars: Obi-Wan,Xbox,"LucasArts, Activision","Dec 19, 2001","Jan 7, 2002 ",4.6,6.4
203,Sunstorm Interactive,"Hunting/Fishing, Sports",Deer Hunter 5: Tracking Trophies,PC,WizardWorks,"Aug 29, 2001","Jan 7, 2002 ",6.3,6.6
204,Max Five,"Strategy, Turn-Based",Hoshigami: Ruining Blue Earth,PlayStation,"ATLUS, Max Five","Dec 10, 2001","Jan 4, 2002 ",7.1,7.3
205,Steel Monkeys,"Driving/Racing, Simulation",Master Rallye,"PC,PlayStation 2",Microids,"Apr 17, 2002","Jan 4, 2002 ",7.9,7.1
206,Genki,Role-Playing,Jade Cocoon 2,PlayStation 2,"Genki, Ubisoft","Dec 17, 2001","Jan 3, 2002 ",8.1,8.1
207,Magic Lantern,Simulation,Combat,PC,Infogrames,"Nov 20, 2001","Jan 3, 2002 ",6.8,6.6
208,"Omni Group, Planet Moon Studios, Digital Mayhem","3D, Action, Shooter, Third-Person",Giants: Citizen Kabuto,"Macintosh,PC,PlayStation 2","Mac Play, Interplay","Dec 6, 2000","Jan 2, 2002 ",8.3,8.6
209,Introversion,Simulation,Uplink: Hacker Elite,"Linux,Macintosh,PC","Introversion Software, Ambrosia, Introversion, Valve Software, Strategy First","Oct 9, 2001","Jan 2, 2002 ",7.1,8.3
